,bias_deposition_rate,CV,speedup_MetaD,speedup_MetaD_SR
0,5000.0,$\phi_3$,9275.596793538607,12142.019722503777
1,2500.0,$\phi_3$,5657.977669795297,6663.143132073558
2,1000.0,$\phi_3$,2845.306910207993,3046.0499814041323
3,500.0,$\phi_3$,1793.9562347610736,1793.9562347610736
4,5000.0,$\psi_3$,154.32503955929218,352.0250959368571
5,2500.0,$\psi_3$,147.86368794025418,210.47233004385086
6,1000.0,$\psi_3$,149.28445735592723,160.722341322889
7,500.0,$\psi_3$,145.85502407088555,145.85502407088555
