,bias_deposition_rate,speedup_MetaD,speedup_MetaD_SR,error_MetaD,error_MetaD_SR
0,5000.0,221.86584900912848,273.7008021067237,9.810618703475834,12.102692777174925
1,2500.0,158.5752339495165,204.307695897673,7.011990187048453,9.034220054999519
2,1000.0,123.20850538885311,123.20850538885311,5.448119540675466,5.448119540675466
3,500.0,91.36170378080097,91.36170378080097,4.039895476912568,4.039895476912568
