,time,survival_unbiased,survival_biased,survival_fitted
1410,3.6298068859640003,,-0.0007770070649434231,-0.0007994832892693779
5814,3.64775341878,,-0.0007776259417377875,-0.0008016327637271345
929,3.652267511732,,-0.0007782448189151607,-0.0008021734212234734
3195,3.6543143279499994,,-0.000778863696475432,-0.0008024185704801805
1058,3.655395215688,,-0.000779482574418824,-0.0008025480295020626
1860,3.65658188201,,-0.0007801014527451151,-0.0008026901577323548
1029,3.662169249816,,-0.0007807203314545278,-0.0008033593624477292
5124,3.6661455056300003,,-0.0007813392105468406,-0.000803835602643946
516,3.6662222432000005,,-0.0007819580900222761,-0.0008038447935806219
4572,3.6767703195079995,,-0.0007825769698807237,-0.000805108147390239
6068,3.686578440488,,-0.0007831958501220725,-0.0008062828759988927
3017,3.688346527258,,-0.0007838147307465456,-0.0008064946415465991
2520,3.6886751630639996,,-0.0007844336117539209,-0.0008065340025907709
7383,3.69010841622,,-0.0007850524931444214,-0.0008067056647765485
989,3.694396829024,,-0.0007856713749178251,-0.0008072192923324124
6942,3.698380719011999,,-0.0007862902570743548,-0.0008076964468814003
4005,3.70195636479,,-0.0007869091396138999,-0.0008081247056068376
4697,3.702695175036,,-0.0007875280225363498,-0.0008082131936601673
1920,3.702863387826,,-0.000788146905841927,-0.000808233340676824
2815,3.70664961447,,-0.0007887657895304099,-0.0008086868208863995
3732,3.71168578956,,-0.0007893846736020211,-0.0008092900086905137
5211,3.7147676920320003,,-0.000790003558056539,-0.0008096591312788588
3647,3.719013477868,,-0.0007906224428941862,-0.0008101676533594831
6109,3.7193599739239995,,-0.0007912413281148521,-0.0008102091535439322
5198,3.729733846308,,-0.000791860213718426,-0.0008114516427726905
2551,3.733959709872,,-0.0007924790997051307,-0.0008119577787425689
3483,3.736854873444,,-0.0007930979860747443,-0.0008123045354232518
6848,3.737517002904,,-0.0007937168728274896,-0.0008123838393409829
5857,3.747061652932,,-0.0007943357599631449,-0.0008135270117661947
7202,3.749926973344,,-0.0007949546474819328,-0.0008138701941013025
2135,3.7550934474919995,,-0.0007955735353837427,-0.000814488987955895
4615,3.76249446939,,-0.0007961924236684641,-0.0008153754158633996
7243,3.7648777362,,-0.0007968113123363194,-0.0008156608621491327
7287,3.772922078002,,-0.000797430201387087,-0.0008166243411347476
6237,3.77520053097,,-0.0007980490908209896,-0.0008168972337601994
2425,3.7773925803120005,,-0.0007986679806379167,-0.0008171597777356335
2792,3.7774599068739994,,-0.0007992868708377574,-0.0008171678415063256
5491,3.7799704781440004,,-0.0007999057614207346,-0.0008174685351764943
5998,3.7803881216520003,,-0.0008005246523866264,-0.0008175185567635104
2663,3.787616775586,,-0.0008011435437356556,-0.0008183843399849492
559,3.7907494629899996,,-0.0008017624354676005,-0.0008187595451361654
212,3.7938240376000003,,-0.0008023813275826836,-0.0008191277900590383
3842,3.7949000229560004,,-0.0008030002200807945,-0.0008192566619176504
1162,3.7982872127160006,,-0.0008036191129618225,-0.0008196623490744591
4109,3.8010273997199997,,-0.0008042380062259901,-0.0008199905440542338
5239,3.806171651856,,-0.0008048568998730757,-0.0008206066763558856
2588,3.8098327222200004,,-0.0008054757939033021,-0.0008210451664707256
2811,3.814666865214001,,-0.0008060946883164474,-0.0008216241566855644
6183,3.8147493541300004,,-0.0008067135831127343,-0.0008216340364667904
2956,3.8168136696720003,,-0.0008073324782920524,-0.0008218812816353015
518,3.8172768581920002,,-0.0008079513738542906,-0.0008219367581946499
3240,3.819780953296,,-0.0008085702697996721,-0.0008222366762078409
6560,3.8206833676,,-0.0008091891661279747,-0.0008223447592853161
7072,3.8209335468159997,,-0.0008098080628394215,-0.0008223747235040409
5404,3.8243975082239996,,-0.0008104269599337904,-0.0008227896056790822
136,3.836328939624,,-0.0008110458574113043,-0.0008242186453326864
7130,3.840249784728,,-0.0008116647552718527,-0.000824688248931904
2032,3.84691947084,,-0.0008122836535153246,-0.0008254870840097424
4965,3.849041431224,,-0.000812902552141943,-0.0008257412333595106
511,3.85073454848,,-0.000813521451151486,-0.0008259440197324033
2024,3.8509871032499996,,-0.0008141403505441762,-0.000825974268473643
2909,3.857463160218,,-0.0008147592503197921,-0.0008267499123922991
7015,3.8587941128399996,,-0.0008153781504785562,-0.0008269093219392463
6804,3.86028178424,,-0.0008159970510203581,-0.0008270875018533625
6675,3.8617526855740003,,-0.0008166159519450869,-0.0008272636731996457
5379,3.862345432352,,-0.0008172348532529655,-0.0008273346670831046
7148,3.8631260899,,-0.0008178537549437719,-0.0008274281672302853
2391,3.8777412708719994,,-0.0008184726570177291,-0.0008291786422951288
2774,3.87990323351,,-0.0008190915594746151,-0.0008294375827554757
760,3.884487091152,,-0.0008197104623146527,-0.0008299865960395731
4006,3.88538906855,,-0.0008203293655377313,-0.0008300946267883729
4503,3.8865547966559997,,-0.0008209482691437402,-0.0008302342472272747
4948,3.889573849104,,-0.0008215671731329022,-0.0008305958422044292
5909,3.8977278985400003,,-0.0008221860775049954,-0.0008315724609847622
5895,3.8985493279359997,,-0.0008228049822602425,-0.0008316708444175765
7438,3.9019036716299995,,-0.0008234238873985331,-0.0008320725975677092
71,3.9062088916499995,,-0.0008240427929197563,-0.0008325882381408991
3331,3.907878330912,,-0.0008246616988241349,-0.0008327881885764087
1219,3.919184757392,,-0.0008252806051114471,-0.0008341423707561328
6801,3.924192525726,,-0.0008258995117819157,-0.0008347421562542375
7205,3.9290005635280005,,-0.0008265184188353189,-0.000835318019823724
4660,3.9432095829400002,,-0.0008271373262718794,-0.0008370198485061217
2575,3.94440860598,,-0.0008277562340914866,-0.0008371634567130755
327,3.9599847252900005,,-0.0008283751422940297,-0.0008390290243383699
4189,3.9611997324720005,,-0.0008289940508797315,-0.0008391745469822408
448,3.965927699016,,-0.0008296129598483704,-0.0008397408203358545
1937,3.96802914647,,-0.0008302318692001688,-0.0008399925128311684
1378,3.975059308804,,-0.0008308507789349052,-0.0008408345225121327
5101,3.98504549816,,-0.0008314696890528022,-0.0008420305785509852
748,3.9857621661000002,,-0.0008320885995537491,-0.0008421164145978428
1971,3.99103723512,,-0.0008327075104376354,-0.0008427482149705189
6526,3.9943867235840003,,-0.0008333264217046838,-0.0008431493866048248
4238,3.99726563995,,-0.0008339453333546724,-0.000843494197341148
5585,4.000856415374001,,-0.000834564245387824,-0.0008439242681596488
2210,4.004925289074,,-0.0008351831578039168,-0.0008444116012941131
1064,4.005522328974,,-0.0008358020706031736,-0.0008444831093691529
6904,4.008604235063999,,-0.0008364209837854836,-0.0008448522323908294
5375,4.009764976672,,-0.0008370398973507363,-0.0008449912555918027
122,4.01222474708,,-0.0008376588112991544,-0.0008452858647911479
2235,4.015745609152001,,-0.000838277725630516,-0.0008457075620164916
3376,4.01937964281,,-0.0008388966403450439,-0.0008461428139176016
34,4.02161,-0.0007002451143934259,,
1301,4.0216232130659995,,-0.0008395155554425164,-0.0008464115286052182
4641,4.023379438128,,-0.0008401344709231561,-0.0008466218734641136
1235,4.0239844832,,-0.0008407533867868525,-0.0008466943403267321
2497,4.024363780222,,-0.0008413723030334948,-0.0008467397691161842
947,4.025014254936,,-0.0008419912196633058,-0.000846817677133153
4472,4.036023375292,,-0.0008426101366760637,-0.0008481362506565298
5279,4.036547857183999,,-0.0008432290540719913,-0.0008481990683852781
5251,4.038536964384,,-0.0008438479718509777,-0.0008484373057743034
6426,4.059021639932,,-0.0008444668900129126,-0.0008508907761642276
5464,4.07417531508,,-0.0008450858085580185,-0.0008527057472233018
4865,4.076995094351999,,-0.0008457047274860736,-0.0008530434750498306
5812,4.0778398744999995,,-0.0008463236467973009,-0.0008531446552259216
6597,4.0837382394479995,,-0.0008469425664914782,-0.0008538511083847708
7396,4.0838626545,,-0.0008475614865688286,-0.0008538660097018762
7034,4.09069007723,,-0.0008481804070292413,-0.0008546837370546136
449,4.094089625648,,-0.0008487993278726055,-0.0008550909044204396
7128,4.099746912744,,-0.0008494182490991442,-0.0008557684834401712
5159,4.1008117021,,-0.0008500371707086355,-0.0008558960143424952
504,4.102415298592,,-0.000850656092701302,-0.000856088078722587
2787,4.109063682247999,,-0.0008512750150769222,-0.0008568843623836403
7112,4.113118841447999,,-0.0008518939378357186,-0.0008573700529185143
6932,4.119510400928,,-0.0008525128609775806,-0.0008581355764872365
4590,4.137227271818,,-0.0008531317845023976,-0.0008602575441029241
1228,4.13965381995,,-0.0008537507084103923,-0.0008605481742365397
2919,4.15351249071,,-0.0008543696327013428,-0.0008622080413051537
5389,4.155264324536001,,-0.000854988557375472,-0.0008624178602212546
5598,4.159273870736,,-0.0008556074824325582,-0.0008628980876408044
5096,4.16308275752,,-0.0008562264078728239,-0.0008633542818783563
2887,4.164614755826,,-0.0008568453336961586,-0.0008635377708710121
1579,4.1669198712019995,,-0.0008574642599024514,-0.0008638138568801423
3246,4.176313129404,,-0.0008580831864919254,-0.0008649388969526354
259,4.179519312822,,-0.0008587021134643585,-0.0008653229047960742
7247,4.18281580416,,-0.0008593210408199736,-0.0008657177289107872
178,4.185657871391999,,-0.0008599399685585489,-0.0008660581261889157
2023,4.194029130480001,,-0.0008605588966803071,-0.0008670607603898171
215,4.194249737658,,-0.0008611778251851376,-0.0008670871827355242
2489,4.198719859200001,,-0.0008617967540729297,-0.0008676225737314403
598,4.200839271072001,,-0.000862415683343906,-0.0008678764178433384
3432,4.210450267940001,,-0.000863034612997845,-0.0008690275366969438
879,4.2136998194999995,,-0.0008636535430349692,-0.0008694167387867845
6047,4.221911877568,,-0.000864272473455057,-0.0008704003053198724
5849,4.229658676992,,-0.0008648914042583309,-0.0008713281473527583
2405,4.235289063408,,-0.0008655103354446805,-0.0008720025044507322
4748,4.236778854594,,-0.000866129267013995,-0.0008721809382537699
6980,4.23956342346,,-0.0008667481989664971,-0.0008725144488942204
5409,4.2431215990319995,,-0.000867367131301965,-0.0008729406151953462
3213,4.24557123606,,-0.0008679860640206217,-0.0008732340107094795
5900,4.250269428944,,-0.0008686049971223562,-0.0008737967180416037
1207,4.267441190165999,,-0.000869223930607058,-0.0008758533973188665
595,4.27490412271,,-0.0008698428644749499,-0.0008767472403273048
6551,4.2820251423119995,,-0.00087046179872581,-0.0008776001320755113
3744,4.2825465396,,-0.000871080733359861,-0.0008776625803581067
5332,4.285125419626,,-0.0008716996683768813,-0.0008779714554373399
5652,4.2896726333320006,,-0.0008723186037770935,-0.0008785160798400154
3725,4.294155174088001,,-0.0008729375395603869,-0.0008790529582978023
4545,4.295665349221999,,-0.000873556475726651,-0.000879233833506989
3250,4.29650050431,,-0.0008741754122761084,-0.0008793338608798708
1538,4.3150601196039995,,-0.0008747943492085373,-0.0008815567648485235
5723,4.319656188880001,,-0.0008754132865241606,-0.0008821072407324244
3135,4.32148994442,,-0.0008760322242227564,-0.0008823268714953918
2641,4.32355963789,,-0.0008766511623045474,-0.0008825747607837999
7111,4.335718025222,,-0.000877270100769423,-0.0008840309831798243
3822,4.337969520792,,-0.0008778890396172725,-0.0008843006470903459
4918,4.341773016863999,,-0.0008785079788483186,-0.0008847561956768479
2072,4.343135265413999,,-0.0008791269184623398,-0.0008849193535688687
3313,4.349438166708,,-0.0008797458584595585,-0.0008856742584566328
2730,4.351587325018,,-0.0008803647988397529,-0.000885931665329614
2927,4.353153900634,,-0.000880983739603146,-0.0008861192956817973
3901,4.354400808944001,,-0.0008816026807496269,-0.0008862686391561602
5171,4.36191418314,,-0.0008822216222790852,-0.0008871685236124753
859,4.367656616706,,-0.0008828405641917434,-0.0008878563007113742
6969,4.36841177735,,-0.0008834595064873798,-0.0008879467470684742
3317,4.369634658144,,-0.0008840784491662171,-0.0008880932127428489
6221,4.37008825515,,-0.0008846973922280336,-0.0008881475405168267
3430,4.37313481331,,-0.000885316335673052,-0.0008885124298810359
204,4.38833793636,,-0.0008859352795011616,-0.0008903333233655407
4226,4.38880552292,,-0.0008865542237122517,-0.0008903893266826056
1181,4.38904611816,,-0.0008871731683065452,-0.0008904181430187937
2016,4.389864392000001,,-0.0008877921132838201,-0.0008905161485074619
840,4.399825127490001,,-0.0008884110586442994,-0.0008917091559109386
6685,4.407878802736,,-0.0008890300043877611,-0.0008926737527726181
302,4.411841757136,,-0.000889648950514428,-0.000893148399844974
109,4.414081769212,,-0.0008902678970241894,-0.0008934166883657593
5728,4.425068515824,,-0.0008908868439169347,-0.0008947325821630996
2560,4.432227945199999,,-0.0008915057911928867,-0.0008955900742889381
6931,4.4367693984039995,,-0.0008921247388518236,-0.00089613400875044
2193,4.43901073616,,-0.0008927436868939679,-0.0008964024560492649
3188,4.4438083745000005,,-0.0008933626353192092,-0.0008969770740646283
7473,4.448452645000001,,-0.0008939815841274367,-0.0008975333230580697
1662,4.4494826802,,-0.0008946005333188733,-0.0008976566914198412
4043,4.451940975214,,-0.000895219482893297,-0.0008979511239097488
5713,4.4544778709760005,,-0.0008958384328509307,-0.0008982549704910534
5435,4.45612664126,,-0.0008964573831915525,-0.0008984524453820811
3723,4.458864530484,,-0.0008970763339153853,-0.0008987803651544122
2353,4.460730999296,,-0.0008976952850223183,-0.0008990039140191833
7384,4.464686850944,,-0.0008983142365122408,-0.0008994777103877202
5935,4.46635467009,,-0.0008989331883853756,-0.0008996774667802915
1188,4.466909922528,,-0.000899552140641501,-0.0008997439699285777
4459,4.468036251339999,,-0.0009001710932808397,-0.0008998788714740322
6133,4.4748554136,,-0.0009007900463031698,-0.0009006956094618904
3192,4.475653831610001,,-0.0009014089997087142,-0.0009007912367976384
6886,4.475671053319999,,-0.000902027953497362,-0.0009007932994593313
1899,4.48795997141,,-0.0009026469076690029,-0.0009022651556567786
6887,4.4956605683,,-0.0009032658622238594,-0.0009031874639652546
2589,4.50641341644,,-0.0009038848171617096,-0.0009044753435051098
2715,4.515766396808001,,-0.0009045037724827765,-0.0009055955594605279
2993,4.51709973088,,-0.0009051227281868382,-0.0009057552542361596
1772,4.527428872338,,-0.0009057416842741173,-0.0009069923859964923
3215,4.527886697856,,-0.0009063606407445034,-0.0009070472202236458
2117,4.52935712853,,-0.0009069795975978857,-0.000907223335198503
4334,4.5528784388100005,,-0.0009075985548344869,-0.000910040506413589
7337,4.557991532302,,-0.0009082175124540853,-0.0009106529068128112
644,4.561246142518,,-0.0009088364704569036,-0.0009110427147830175
5093,4.56402633384,,-0.00090945542884272,-0.0009113757011205784
5452,4.565790820548,,-0.0009100743876117573,-0.0009115870354852037
2283,4.566089407824001,,-0.0009106933467639048,-0.0009116227975864272
1475,4.56654016276,,-0.0009113123062990518,-0.0009116767849627951
5021,4.56677590957,,-0.0009119312662174211,-0.0009117050205975992
492,4.567825430468,,-0.0009125502265187908,-0.0009118307227812055
791,4.574212696148001,,-0.0009131691872033838,-0.0009125957320771418
5142,4.57649359426,,-0.0009137881482709783,-0.0009128689175599732
4580,4.57724847429,,-0.0009144071097217969,-0.0009129593303076495
3024,4.58434592628,,-0.000915026071555729,-0.0009138093993390368
5234,4.584610428224,,-0.0009156450337726639,-0.0009138410790054373
2470,4.586144801513999,,-0.0009162639963728245,-0.0009140248524523381
6627,4.587654032064,,-0.0009168829593559889,-0.0009142056145277403
4703,4.59001715472,,-0.0009175019227223798,-0.000914488648127695
1390,4.59016576416,,-0.0009181208864718866,-0.0009145064472312175
897,4.599299622215999,,-0.0009187398506043987,-0.0009156004186848367
6005,4.6073723073499995,,-0.0009193588151201386,-0.0009165672923801043
3977,4.61561864179,,-0.0009199777800188848,-0.0009175549642290699
1050,4.616381555062,,-0.0009205967453008599,-0.0009176463391262971
5436,4.619443506552,,-0.0009212157109658422,-0.0009180130721652703
5453,4.621770662714,,-0.0009218346770140541,-0.0009182917980217192
2270,4.623147096386,,-0.0009224536434453855,-0.0009184566548802052
464,4.632230387070001,,-0.0009230726102597253,-0.0009195445698283356
1035,4.641983158928,,-0.0009236915774572964,-0.0009207126692164474
6011,4.645579522878001,,-0.000924310545037877,-0.0009211434093783817
7356,4.6494163136,,-0.0009249295130016899,-0.0009216029456989205
443,4.65212878488,,-0.0009255484813485131,-0.0009219278211382902
3136,4.654225744014,,-0.0009261674500785697,-0.0009221789760629602
2898,4.65878271924,,-0.0009267864191917487,-0.0009227247696127976
1643,4.6591838213840004,,-0.0009274053886879395,-0.0009227728100238519
3801,4.66850619392,,-0.000928024358567365,-0.0009238893600481529
2659,4.67672873024,,-0.0009286433288298033,-0.000924874181572122
2120,4.68234936906,,-0.0009292622994754771,-0.0009255473711906256
6162,4.687917478846001,,-0.0009298812705041648,-0.0009262142693533907
2916,4.689370612764,,-0.0009305002419160888,-0.0009263883126782191
2440,4.690994216656,,-0.0009311192137111388,-0.0009265827733649238
4169,4.691961780348,,-0.000931738185889204,-0.0009266986594507505
5434,4.692917247788,,-0.000932357158450507,-0.0009268130967561931
4339,4.6931989992580005,,-0.0009329761313948263,-0.0009268468424158372
5560,4.694953490388,,-0.0009335951047223844,-0.0009270569795999362
3301,4.6968264374399995,,-0.0009342140784329596,-0.0009272813043700897
6174,4.7050036306,,-0.0009348330525267745,-0.0009282606950977457
5746,4.71152034696,,-0.0009354520270037187,-0.0009290412088330661
2003,4.71179539204,,-0.0009360710018636814,-0.0009290741512615703
6985,4.714437479336,,-0.0009366899771068853,-0.0009293905967397105
1809,4.71576577821,,-0.0009373089527331087,-0.0009295496884445651
3344,4.71677660872,,-0.0009379279287425742,-0.0009296707566411156
4540,4.730636102336001,,-0.0009385469051351714,-0.0009313307222640283
3933,4.739312444674001,,-0.0009391658819107893,-0.0009323698965955547
4342,4.743239382712,,-0.000939784859069651,-0.0009328402299516638
2802,4.74457750338,,-0.0009404038366115344,-0.0009330004980227589
4994,4.74594194988,,-0.0009410228145366624,-0.0009331639191654829
5398,4.751128723208,,-0.0009416417928448132,-0.0009337851442734752
6039,4.763353813218,,-0.0009422607715362095,-0.0009352493557169717
2702,4.769512237846,,-0.0009428797506107406,-0.0009359869564877515
1955,4.773248846432001,,-0.000943498730068296,-0.0009364344938921397
5126,4.775026976102,,-0.0009441177099090983,-0.0009366474622881764
2841,4.7792101342499995,,-0.0009447366901329257,-0.0009371484833870186
5762,4.780343267496001,,-0.000945355670740001,-0.0009372841999064426
1223,4.780488231155999,,-0.0009459746517301025,-0.0009373015623511925
6653,4.780994783548,,-0.0009465936331034527,-0.0009373622326455209
91,4.782849366636,,-0.0009472126148599412,-0.0009375843579450601
4353,4.787293756308,,-0.0009478315969994571,-0.0009381166670087787
7031,4.788883615932,,-0.0009484505795222234,-0.0009383070861102421
1373,4.790187173072001,,-0.0009490695624280181,-0.0009384632144724938
7270,4.791320411256,,-0.000949688545717064,-0.0009385989435604482
2617,4.793395585468,,-0.0009503075293891392,-0.0009388474892828907
2061,4.798829196800001,,-0.0009509265134444667,-0.0009394982784292544
6455,4.802718196020001,,-0.0009515454978829357,-0.0009399640678146098
2419,4.805596112496,,-0.0009521644827044355,-0.0009403087587930923
7355,4.807858768578,,-0.0009527834679091888,-0.0009405797594094683
2729,4.810826245248,,-0.000953402453496974,-0.0009409351771033233
4056,4.815606810844001,,-0.0009540214394680137,-0.0009415077502988026
6229,4.818509163832,,-0.0009546404258220861,-0.0009418553680631397
5253,4.81992093345,,-0.000955259412559414,-0.0009420244571437571
1939,4.824285883080001,,-0.0009558783996798868,-0.0009425472515929844
4346,4.826252711852,,-0.0009564973871833937,-0.0009427828206720671
3567,4.826898800112,,-0.0009571163750701575,-0.0009428602033189863
525,4.831876602444,,-0.0009577353633399564,-0.0009434563997586049
910,4.832278960186001,,-0.0009583543519930131,-0.0009435045905539066
2314,4.8428776404119995,,-0.0009589733410291059,-0.0009447740052461643
2593,4.846883249912,,-0.0009595923304484574,-0.000945253761163158
4351,4.847549987986,,-0.0009602113202509571,-0.0009453336170592672
1588,4.868073535616,,-0.0009608303104364944,-0.0009477917431979222
5216,4.869323859990001,,-0.0009614493010052918,-0.000947941495817739
5847,4.880556806076,,-0.0009620682919571277,-0.0009492868771760639
6513,4.9001194361280005,,-0.0009626872832922247,-0.0009516299132407141
4446,4.904687336896001,,-0.0009633062750104722,-0.0009521770153538104
6698,4.904755833982,,-0.0009639252671117597,-0.0009521852193193504
152,4.9068969878879996,,-0.0009645442595963096,-0.000952441667496737
1111,4.910603466048001,,-0.0009651632524639005,-0.0009528855961494099
2163,4.911133492019999,,-0.0009657822457147547,-0.000952949077898249
1510,4.913144009873999,,-0.0009664012393486508,-0.0009531898796630435
3521,4.913439694722,,-0.0009670202333658113,-0.0009532252941375183
3002,4.91362833279,,-0.0009676392277661258,-0.0009532478875104603
1615,4.916177119782,,-0.0009682582225494833,-0.0009535531583164558
2414,4.916972169388,,-0.0009688772177161068,-0.0009536483822150365
3797,4.922787440088,,-0.0009694962132657744,-0.0009543448830914312
5302,4.924318157996,,-0.0009701152091987089,-0.0009545282187295186
6566,4.924881230192001,,-0.0009707342055146884,-0.0009545956584581606
5530,4.9266804222000005,,-0.0009713532022139357,-0.0009548111495118057
5586,4.927318290186001,,-0.0009719721992963403,-0.0009548875476081615
512,4.9279395519,,-0.0009725911967617912,-0.000954961956754458
1931,4.928925501388,,-0.0009732101946105115,-0.0009550800449257401
625,4.9305394667339995,,-0.0009738291928422791,-0.0009552733511940036
7118,4.939636941218,,-0.000974448191457317,-0.0009563629649502617
1255,4.94426884192,,-0.0009750671904554031,-0.0009569177324004367
1533,4.94947019952,,-0.0009756861898367605,-0.0009575407042814951
3485,4.9563631266,,-0.0009763051896012783,-0.0009583662771567432
5806,4.956378627492,,-0.0009769241897488459,-0.0009583681337143171
6013,4.961018293848,,-0.000977543190279686,-0.0009589238312647568
2907,4.970742913864,,-0.0009781621911935771,-0.0009600885588781677
781,4.972044754468,,-0.0009787811924907416,-0.0009602444816491596
135,4.976712294816,,-0.0009794001941709578,-0.0009608035176959234
3445,4.977667682358,,-0.0009800191962344483,-0.0009609179454319013
1780,4.980974954984,,-0.0009806381986811026,-0.0009613140608324253
4607,4.9849027988320005,,-0.0009812572015108103,-0.000961784502678318
3845,4.988215680284,,-0.0009818762047237937,-0.0009621812898536269
7036,4.992496951400001,,-0.0009824952083198311,-0.0009626940620422676
4224,4.998335777916,,-0.0009831142122991455,-0.0009633933842226625
4049,4.998482107644,,-0.0009837332166615148,-0.0009634109102827639
1889,5.012265639443999,,-0.0009843522214071619,-0.0009650617778818448
7367,5.017926830335999,,-0.0009849712265359762,-0.0009657398244631871
5871,5.019609055186001,,-0.0009855902320478468,-0.0009659413062415537
2158,5.020345934,,-0.0009862092379429967,-0.0009660295629653116
3931,5.027021739636,,-0.000986828244221204,-0.0009668291309847531
3773,5.029414322166,,-0.0009874472508826914,-0.0009671156930237294
3352,5.03054071902,,-0.0009880662579273484,-0.0009672506027186435
3791,5.034105952918,,-0.000988685265355064,-0.0009676776144026411
1782,5.0419612783800005,,-0.0009893042731660613,-0.0009686184547092925
3852,5.042102642292001,,-0.0009899232813601183,-0.0009686353860085695
705,5.046244082777999,,-0.000990542289937458,-0.000969131410540675
3112,5.0485526115359995,,-0.0009911612988978582,-0.0009694079053740334
5645,5.0537961848,,-0.0009917803082415421,-0.0009700359334680336
3880,5.059849360536,,-0.0009923993179683987,-0.0009707609284721518
2038,5.059963578112,,-0.0009930183280783174,-0.0009707746084272025
2488,5.0611911527319995,,-0.000993637338571521,-0.0009709216362858832
1002,5.062642880212,,-0.0009942563494477878,-0.0009710955111602044
3949,5.0629394723039995,,-0.0009948753607073402,-0.0009711310342962142
4648,5.0662261183199995,,-0.0009954943723499568,-0.0009715246792267147
4731,5.070669048774,,-0.0009961133843758602,-0.0009720568135184118
4229,5.0746183388879995,,-0.0009967323967849397,-0.0009725298240053593
1929,5.07759136744,,-0.0009973514095770848,-0.0009728859066537585
6441,5.089049674944,,-0.0009979704227525178,-0.0009742582797779429
2254,5.099713573020001,,-0.0009985894363110175,-0.0009755355056783154
3766,5.110073925892,,-0.000999208450252806,-0.0009767763756613939
1234,5.110919433984,,-0.0009998274645776622,-0.000976877643024077
617,5.11336962304,,-0.0010004464792858084,-0.0009771711046551645
7341,5.1159157692,,-0.001001065494377134,-0.0009774760591660298
7320,5.116826053695999,,-0.0010016845098515285,-0.000977585084864392
2160,5.120458440628,,-0.0010023035257092144,-0.000978020139535457
3325,5.121165194495999,,-0.0010029225419499702,-0.0009781047881638446
2776,5.122021382144,,-0.0010035415585740184,-0.0009782073346277934
7349,5.122358200860001,,-0.0010041605755811373,-0.0009782476757474049
5146,5.123578500088,,-0.0010047795929715496,-0.0009783938322249983
6708,5.1242009460319995,,-0.0010053986107451446,-0.0009784683832077246
4890,5.125855899752,,-0.0010060176289018118,-0.0009786665986951607
3988,5.128451137524,,-0.0010066366474417738,-0.0009789774329582415
6920,5.1304251567,,-0.001007255666364809,-0.0009792138632393125
4575,5.13165527863,,-0.0010078746856711396,-0.0009793611961918984
1146,5.1327217846519995,,-0.0010084937053605446,-0.0009794889327010524
92,5.134518682544001,,-0.0010091127254332462,-0.0009797041489860948
1550,5.1375632824999995,,-0.001009731745889134,-0.0009800688038142224
3992,5.13964893344,,-0.0010103507667280972,-0.0009803186043450154
5697,5.1413176522379995,,-0.0010109697879503584,-0.00098051846848982
5729,5.146242440274,,-0.001011588809555696,-0.0009811083153533774
3216,5.1544731515199995,,-0.001012207831544333,-0.0009820941159965342
1197,5.158189475712,,-0.0010128268539161581,-0.0009825392239184568
3862,5.163715707724,,-0.0010134458766710612,-0.0009832011063377083
1091,5.165288302596,,-0.0010140648998092647,-0.0009833894576222945
5944,5.17388514868,,-0.0010146839233305472,-0.0009844191106067614
243,5.18689656912,,-0.001015302947235131,-0.0009859775016442757
6777,5.18748620864,,-0.0010159219715227944,-0.000986048123368289
6686,5.189499354204,,-0.0010165409961937605,-0.0009862892398565782
5927,5.197314387792,,-0.0010171600212479184,-0.0009872252543645693
4864,5.198762086622001,,-0.0010177790466851572,-0.0009873986467233897
3345,5.20403030669,,-0.0010183980725056998,-0.0009880296267901303
216,5.20836548992,,-0.0010190170987093247,-0.0009885488560874057
5158,5.209924733594,,-0.0010196361252962543,-0.000988735608285451
6317,5.21605006262,,-0.001020255152266267,-0.000989469245162375
6464,5.21974279456,,-0.0010208741796195854,-0.0009899115274163207
1179,5.220399005108,,-0.001021493207356099,-0.0009899901224199516
4053,5.230391920156,,-0.0010221122354756968,-0.0009911869840017642
3106,5.235237153900001,,-0.001022731263978602,-0.0009917673025669916
6136,5.236780345824,,-0.0010233502928645925,-0.0009919521322306409
700,5.2437884489440005,,-0.0010239693221338912,-0.0009927914998571464
5989,5.247253576264,,-0.0010245883517862762,-0.0009932065216746513
987,5.251275427626,,-0.0010252073818219703,-0.0009936882228959486
5461,5.254647791856,,-0.0010258264122408628,-0.0009940921343839755
2667,5.254674183,,-0.001026445443042843,-0.0009940952952780893
3315,5.255666634254,,-0.0010270644742281338,-0.0009942141621724868
4003,5.256369506747999,,-0.0010276835057965133,-0.000994298345924769
2519,5.261894095535999,,-0.0010283025377482043,-0.000994960031533414
3360,5.262938153528,,-0.0010289215700829849,-0.0009950850794192218
2924,5.277388615277999,,-0.0010295406028010777,-0.0009968158258955953
3648,5.280350600447999,,-0.0010301596359023725,-0.0009971705858669191
4543,5.284540958294,,-0.0010307786693867585,-0.0009976724692809013
4585,5.299594001316,,-0.001031397703254458,-0.0009994753875280657
2976,5.30797184379,,-0.0010320167375052498,-0.0010004788102277928
4506,5.3124849258880005,,-0.0010326357721393562,-0.0010010193466531217
5784,5.31292466023,,-0.0010332548071566668,-0.0010010720140817566
4857,5.31339790224,,-0.0010338738425570708,-0.0010011286947578103
392,5.316648454656,,-0.001034492878340791,-0.0010015180167211903
6484,5.326100811384001,,-0.0010351119145076057,-0.0010026501350841495
1524,5.32803990507,,-0.0010357309510577375,-0.0010028823823038206
6584,5.328990071632,,-0.0010363499879909646,-0.0010029961847177228
