,time,survival_unbiased,survival_biased,survival_fitted
6310,13.627799041964002,,-0.0021326464124392435,-0.001996952961462191
7385,13.630191816300002,,-0.0021332661287765315,-0.0019972395464739664
1195,13.631272230689998,,-0.0021338858454978686,-0.001997368948802478
6816,13.637337584351998,,-0.002134505562603143,-0.001998095402369158
4772,13.6382376564,,-0.0021351252800925783,-0.001998203204912254
7252,13.640117516936,,-0.0021357449979659527,-0.001998428357717406
4604,13.6452845694,,-0.0021363647162234885,-0.001999047220837493
7173,13.64864655816,,-0.002136984434864964,-0.001999449889644943
245,13.65629245936,,-0.0021376041538906025,-0.0020003656469950917
429,13.658274315869999,,-0.0021382238733002926,-0.0020006030159616136
3998,13.662719298486,,-0.002138843593093924,-0.0020011353960428372
6799,13.665038659256002,,-0.002139463313271719,-0.0020014131882372718
2393,13.678514097952,,-0.002140083033833457,-0.0020030271552124576
4684,13.679861432074002,,-0.0021407027547793596,-0.002003188526788293
3370,13.683378693200002,,-0.002141322476109205,-0.0020036097927246784
2185,13.691380871672001,,-0.0021419421978232166,-0.002004568221765447
6196,13.691402763260001,,-0.0021425619199212835,-0.00200457084374317
2194,13.702999612848,,-0.0021431816424032947,-0.0020059598101934265
6503,13.71037988312,,-0.002143801365269474,-0.0020068437526576145
367,13.715340995576002,,-0.002144421088519598,-0.0020074379501338383
1429,13.719983584119998,,-0.0021450408121538905,-0.0020079939976777013
4955,13.725222460811999,,-0.0021456605361721295,-0.0020086214632585044
21,13.727765999999999,-0.0020020026706730793,,
2204,13.729184308304,,-0.0021462802605745376,-0.002009095977755365
3671,13.731506277744,,-0.0021468999853610045,-0.0020093740823928542
5674,13.73335621616,,-0.0021475197105314194,-0.0020095956513953117
5040,13.74121353228,,-0.002148139436086005,-0.0020105367301250926
5706,13.745771267082002,,-0.002148759162024539,-0.002011082614650119
1156,13.748760701676,,-0.0021493788883472447,-0.002011440662266827
6305,13.751757010936,,-0.0021499986150539004,-0.002011799533269262
475,13.755478634315999,,-0.0021506183421447288,-0.002012245275880312
6940,13.757878398888002,,-0.0021512380696196193,-0.0020125326981197513
73,13.75853571244,,-0.0021518577974784605,-0.0020126114252312912
7000,13.773740582506,,-0.0021524775257214758,-0.002014432527957676
1060,13.774322746620001,,-0.0021530972543484434,-0.002014502254344722
7018,13.776368459348,,-0.002153716983359586,-0.0020147472714353116
3861,13.777197353996,,-0.002154336712754793,-0.002014846548988938
4896,13.793809633254002,,-0.0021549564425339535,-0.0020168362185432913
7074,13.794710234340002,,-0.0021555761726972903,-0.0020169440844498053
6811,13.801226843442,,-0.0021561959032445816,-0.0020177245853387257
2805,13.805719444088002,,-0.0021568156341760505,-0.002018262668679753
7278,13.806728925599998,,-0.0021574353654914744,-0.0020183835753054425
5822,13.812995509596,,-0.002158055097191077,-0.00201913413043355
1667,13.816332298032,,-0.0021586748292747476,-0.0020195337809726065
265,13.819649373983998,,-0.0021592945617423744,-0.0020199310705274393
4365,13.82059261333,,-0.0021599142945941813,-0.0020200440432616477
6578,13.821518200644,,-0.002160534027829946,-0.0020201549017940597
2175,13.827659993952,,-0.0021611537614498913,-0.0020208905106147562
7090,13.82857162184,,-0.0021617734954537957,-0.002020999697212542
7272,13.839359050880002,,-0.0021623932298418815,-0.002022291718541903
6150,13.841097486709998,,-0.0021630129646140386,-0.0020224999327664184
5969,13.842505680336,,-0.0021636326997701554,-0.0020226685935468437
5736,13.844329734928,,-0.0021642524353104554,-0.0020228870624174186
570,13.846578459372,,-0.002164872171234717,-0.0020231563944273657
3609,13.85084436855,,-0.0021654919075431624,-0.002023667326701094
1133,13.855899502214,,-0.00216611164423557,-0.002024272785192866
2473,13.8718888448,,-0.0021667313813121623,-0.0020261878449895025
3040,13.8747027528,,-0.0021673511187728293,-0.0020265248696078215
5644,13.878805142140001,,-0.0021679708566174597,-0.00202701621694452
249,13.881694398384,,-0.0021685905948462766,-0.00202736226609853
5484,13.906089174329997,,-0.0021692103334590577,-0.0020302840531833235
6782,13.920161218152,,-0.0021698300724560266,-0.0020319694761602265
1593,13.921163483538,,-0.0021704498118369606,-0.0020320895185031787
556,13.925892118812,,-0.0021710695516020833,-0.0020326558719512633
99,13.926470408796,,-0.0021716892917512834,-0.002032725134329826
2938,13.946203992324001,,-0.00217230903228445,-0.002035088645665878
3356,13.958720820472001,,-0.002172928773201807,-0.002036587798882385
1486,13.974679847375999,,-0.0021735485145031315,-0.0020384992277390056
7147,13.97767030386,,-0.002174168256188647,-0.0020388573977485167
6977,13.97860858449,,-0.002174787998258242,-0.0020389697765722742
4392,13.984072592704,,-0.002175407740711807,-0.0020396242063840594
3875,13.98921626752,,-0.0021760274835495638,-0.0020402402695395084
6546,13.989533769603998,,-0.002176647226771291,-0.0020402782970864912
6636,13.993063997879998,,-0.0021772669703772106,-0.0020407011161115984
3706,14.001214758731999,,-0.002177886714367102,-0.0020416773410148865
7371,14.006121151644003,,-0.002178506458741187,-0.0020422649846757648
5771,14.007772174395997,,-0.0021791262034993562,-0.0020424627293471713
7117,14.012295008948001,,-0.0021797459486414972,-0.002043004433833819
5670,14.01732521007,,-0.002180365694167834,-0.0020436069061297198
810,14.018993172162,,-0.0021809854400781444,-0.0020438066796430784
3702,14.024089062882002,,-0.002181605186372651,-0.0020444170196488314
675,14.028448202912001,,-0.002182224933051132,-0.002044939118276368
4348,14.049210364095998,,-0.0021828446801138105,-0.0020474258234026658
4957,14.053434312176,,-0.002183464427560576,-0.002047931729953081
6623,14.053520580475999,,-0.002184084175391317,-0.0020479420623949664
1576,14.055060549024,,-0.002184703923606257,-0.0020481265059915993
150,14.059864070911999,,-0.002185323672205174,-0.0020487018286854805
1735,14.068923957072,,-0.0021859434211882905,-0.0020497869404500074
5328,14.072712328106,,-0.0021865631705553852,-0.0020502406774953507
6788,14.082176433999999,,-0.0021871829203066804,-0.002051374203067851
171,14.08485105082,,-0.0021878026704420656,-0.00205169454464011
3538,14.086062583623999,,-0.00218842242096143,-0.0020518396511541998
2891,14.091921299820003,,-0.0021890421718649966,-0.002052541355541764
7186,14.096457752049998,,-0.0021896619231525434,-0.0020530846910315316
2875,14.100125054928,,-0.0021902816748242933,-0.002053523927620902
2,14.100206,-0.0021022080918701985,,
5295,14.10725274816,,-0.0021909014268800247,-0.00205437761867655
5739,14.109055215284,,-0.0021915211793199596,-0.0020545935019941636
3198,14.109434780891998,,-0.0021921409321439883,-0.0020546389629524336
3049,14.111605198263998,,-0.0021927606853519993,-0.0020548989160448566
5725,14.11298983217,,-0.0021933804389442156,-0.0020550647550536946
438,14.115598855576,,-0.002194000192920416,-0.0020553772404361577
6017,14.123459358018001,,-0.0021946199472808224,-0.00205631870079496
2981,14.138895186240001,,-0.0021952397020252134,-0.0020581674656141974
5406,14.139503625968,,-0.002195859457153812,-0.002058240339058212
2098,14.144260024248002,,-0.002196479212666507,-0.002058810017709715
1957,14.14817931507,,-0.0021970989685631877,-0.0020592794351509992
84,14.151152648644,,-0.002197718724844078,-0.002059635554332193
5965,14.152674554639999,,-0.0021983384815089544,-0.0020598178345586325
203,14.156336479487997,,-0.002198958238558041,-0.0020602564270158887
7155,14.161543058880001,,-0.0021995779959912264,-0.0020608800243162775
4042,14.162484158928,,-0.0022001977538084003,-0.002060992740824592
2320,14.170139219784,,-0.002200817512009785,-0.00206190959523604
742,14.171442731602001,,-0.0022014372705951597,-0.0020620657181700296
7289,14.180652205388,,-0.002202057029564746,-0.0020631687461964087
1148,14.183099232288,,-0.002202676788918323,-0.002063461829092861
2817,14.18483365761,,-0.0022032965486561123,-0.002063669562974762
7291,14.185598141232001,,-0.0022039163087780047,-0.002063761125954403
1417,14.192501781779999,,-0.002204536069283888,-0.0020645879819925915
6226,14.195963705052,,-0.0022051558301739867,-0.0020650026200580147
715,14.201516076791998,,-0.0022057755914480772,-0.00206566763325903
3498,14.202188616468,,-0.002206395353106384,-0.0020657481840189017
1484,14.20972094226,,-0.0022070151151486837,-0.002066650338327113
5635,14.223092751056,,-0.0022076348775752,-0.0020682518934439535
5137,14.227034108724002,,-0.002208254640385822,-0.002068723953853789
4204,14.228204614520001,,-0.002208874403580439,-0.002068864146521473
2477,14.229848454237999,,-0.002209494167159274,-0.0020690610308736045
2230,14.230458569081998,,-0.0022101139311221044,-0.002069134104947963
3864,14.230927704862001,,-0.0022107336954691544,-0.002069190293816681
1896,14.256148696676,,-0.0022113534602002005,-0.002072211037614901
2760,14.261866718736,,-0.002211973225315467,-0.002072895890922939
2837,14.262695869897998,,-0.0022125929908148423,-0.002072995199199508
3745,14.283511237248,,-0.002213212756698216,-0.002075488276882332
593,14.28632676075,,-0.0022138325229658106,-0.002075825494990967
4493,14.291479750516,,-0.0022144522896174047,-0.0020764426738074356
7472,14.306128168051998,,-0.002215072056653221,-0.002078197129649297
2685,14.311825940056002,,-0.0022156918240730373,-0.0020788795575875673
761,14.320389362409998,,-0.0022163115918770768,-0.002079905207377954
4298,14.321160382208,,-0.0022169313600652286,-0.0020799975532020316
863,14.322179186411999,,-0.0022175511286373823,-0.0020801195764160087
3566,14.325229780752,,-0.0022181708975937604,-0.0020804849491975947
2782,14.335779784424002,,-0.0022187906669341407,-0.0020817485338495553
4969,14.338576228571998,,-0.0022194104366587467,-0.0020820834668045882
1386,14.339521640509998,,-0.0022200302067673567,-0.002082196699752346
1607,14.341005944382001,,-0.002220649977260193,-0.002082374476334215
1614,14.343378463554,,-0.0022212697481371444,-0.0020826586353644315
785,14.348246527290001,,-0.0022218895193981012,-0.0020832416883009817
1990,14.361539774544,,-0.002222509291043286,-0.0020848338340221676
10,14.370925999999999,-0.0022024235552000394,,
6862,14.373518577600002,,-0.0022231290630724764,-0.002086268547427111
7047,14.377020484984001,,-0.0022237488354858955,-0.002086687974430227
1045,14.384128419486,,-0.002224368608283433,-0.0020875392989627203
7303,14.387223171977999,,-0.002224988381464978,-0.002087909960611008
5627,14.390902876752,,-0.002225608155030753,-0.0020883506825880548
5546,14.390932028139998,,-0.002226227928980536,-0.0020883541740793947
6337,14.392101240328,,-0.002226847703314551,-0.0020884942118103355
6936,14.393096835520002,,-0.0022274674780325744,-0.00208861345525738
2388,14.396339014110001,,-0.0022280872531348305,-0.0020890017742791174
2573,14.396506659765999,,-0.0022287070286212077,-0.002089021853369559
5419,14.397993449806004,,-0.002229326804491596,-0.002089199927722293
6125,14.406938611200001,,-0.0022299465807462176,-0.002090271298785107
2656,14.407253507640002,,-0.0022305663573848507,-0.002090309014251463
1090,14.41122614449,,-0.0022311861344077185,-0.0020907848210006863
858,14.413171257863999,,-0.002231805911814599,-0.0020910177892045014
2847,14.415947649344002,,-0.0022324256896057147,-0.0020913503204311283
267,14.423456870995999,,-0.0022330454677809554,-0.0020922497075330317
3141,14.426235703152,,-0.0022336652463402096,-0.0020925825310819006
655,14.432706911466001,,-0.0022342850252837013,-0.0020933575942723446
3972,14.435955793800002,,-0.0022349048046112078,-0.0020937467162083076
7265,14.43987346302,,-0.002235524584322952,-0.0020942159394286737
5855,14.441963820969999,,-0.0022361443644187125,-0.002094466303722833
2381,14.476466423627999,,-0.0022367641448987115,-0.002098598715476115
6203,14.479855741728,,-0.0022373839257628387,-0.0020990046575463665
4108,14.485874290752001,,-0.0022380037070109833,-0.00209972550527403
5371,14.486476110236001,,-0.002238623488643368,-0.0020997975858046986
3347,14.494793309495998,,-0.0022392432706597708,-0.0021007937452051087
5886,14.498283820964,,-0.0022398630530604154,-0.002101211807307795
4813,14.49926072826,,-0.0022404828358450787,-0.0021013288124865598
4113,14.499865410029999,,-0.002241102619013984,-0.0021014012358361285
6618,14.500008431856,,-0.002241722402567021,-0.002101418365705449
4617,14.51250672003,,-0.002242342186504079,-0.002102915298370445
2517,14.514010556864001,,-0.0022429619708253805,-0.0021030954144350055
3138,14.522462510555998,,-0.0022435817555307032,-0.0021041077135105623
5947,14.523248908564,,-0.0022442015406202707,-0.002104201901198466
6421,14.526647312408,,-0.002244821326093861,-0.002104608931477502
2317,14.533759865629998,,-0.0022454411119516965,-0.002105460809198779
721,14.540367931446001,,-0.002246060898193667,-0.0021062522639511984
2975,14.543860837698,,-0.002246680684819661,-0.002106670612879595
5810,14.544849139468,,-0.0022473004718299022,-0.002106788982786081
6471,14.546870850588002,,-0.002247920259224168,-0.0021070311251797096
2389,14.561694028394003,,-0.0022485400470026824,-0.0021088065122365557
1136,14.564948465488001,,-0.0022491598351653337,-0.002109196299471764
3824,14.565071236351999,,-0.0022497796237120112,-0.002109211003862803
220,14.570252102902002,,-0.002250399412642938,-0.002109831521509997
3077,14.575217582970003,,-0.002251019201957892,-0.0021104262420995447
1511,14.580419921776002,,-0.0022516389916570965,-0.0021110493315006414
734,14.592352109608,,-0.0022522587817403296,-0.0021124784617528748
7191,14.603776955855999,,-0.0022528785722078135,-0.002113846827188452
1107,14.60420115484,,-0.002253498363059438,-0.002113897633931485
250,14.609803020000001,,-0.0022541181542950917,-0.002114568575009668
3234,14.610559198592,,-0.002254737945914999,-0.0021146591432874336
7076,14.61095973144,,-0.002255357737918936,-0.0021147071155133276
3353,14.613082720182001,,-0.0022559775303071274,-0.002114961388030578
2056,14.618372234232,,-0.0022565973230793497,-0.002115594918499164
2000,14.62996920528,,-0.002257217116235827,-0.002116983899496808
1068,14.643353167463998,,-0.002257836909776448,-0.0021185869102372692
5962,14.654923961778,,-0.002258456703701102,-0.0021199727560209033
39,14.664042,-0.002302649062675558,,
5647,14.665118789411999,,-0.0022590764980100118,-0.0021211938008781567
2711,14.6700745888,,-0.002259696292702956,-0.0021217873620028313
5347,14.670451850092,,-0.002260316087780157,-0.0021218325469708347
3382,14.673873891072,,-0.0022609358832413927,-0.0021222424082936496
1866,14.675819887169999,,-0.0022615556790868863,-0.002122475482222214
5613,14.676502943313999,,-0.0022621754753165274,-0.002122557292550136
2356,14.676761967000001,,-0.0022627952719302047,-0.0021225883160800136
5098,14.688198928248001,,-0.002263415068928141,-0.0021239581325414427
5630,14.699388341932002,,-0.002264034866310115,-0.0021252982999797783
1562,14.703108476728,,-0.002264654664076349,-0.0021257438643016114
6120,14.704506445392001,,-0.0022652744622266214,-0.0021259113004279554
4024,14.707690393087999,,-0.0022658942607611554,-0.002126292645076392
5476,14.712964708176,,-0.0022665140596798395,-0.0021269243551498675
1073,14.719764333251998,,-0.002267133858982563,-0.00212773875314936
6303,14.731623738009999,,-0.0022677536586695494,-0.0021291591660989183
4830,14.759627549732,,-0.0022683734587405765,-0.002132513211063113
3681,14.763753606760002,,-0.0022689932591958674,-0.0021330073931028347
3954,14.765451787000002,,-0.002269613060035311,-0.002133210785874462
3433,14.768592675872,,-0.0022702328612587966,-0.0021335869733238276
116,14.7701009064,,-0.002270852662866547,-0.0021337676156255795
6660,14.772587963616,,-0.002271472464858341,-0.002134065492993625
3235,14.773603028646,,-0.0022720922672344007,-0.0021341870683629356
3810,14.78093621968,,-0.002272712069994504,-0.002135065372098985
833,14.788336258662003,,-0.002273331873138875,-0.002135951682281643
7001,14.790578857758,,-0.0022739516766674015,-0.00213622028065244
5917,14.797217955,,-0.002274571480579974,-0.0021370154520702596
5936,14.79860099524,,-0.0022751912848768146,-0.0021371811002041025
7346,14.800607439029998,,-0.0022758110895577015,-0.002137421414014115
5278,14.8035056976,,-0.002276430894622858,-0.002137768541385851
7035,14.807351013587999,,-0.002277050700072061,-0.002138229098786155
2895,14.810933158560001,,-0.002277670505905535,-0.002138658135926657
4225,14.826356457311999,,-0.0022782903121231685,-0.00214050540007855
500,14.836490852319999,,-0.0022789101187248506,-0.0021417192068588263
5836,14.857749437076002,,-0.002279529925710804,-0.0021442653691403977
1694,14.858764709759999,,-0.002280149733080808,-0.002144386969380638
4935,14.880666662789999,,-0.002280769540835084,-0.0021470101885336435
1724,14.883017306849998,,-0.002281389348973411,-0.002147291727559485
4917,14.885736583104,,-0.0022820091574960112,-0.0021476174180375006
274,14.886095279520001,,-0.0022826289664027743,-0.0021476603794714543
4328,14.890373158208,,-0.00228324877569359,-0.002148172745345549
746,14.896658855700002,,-0.0022838685853686803,-0.0021489255897164795
4681,14.901878854223998,,-0.0022844883954278236,-0.0021495507942399326
4869,14.902924453624,,-0.002285108205871243,-0.0021496760267417413
5297,14.916216771514001,,-0.002285728016698716,-0.002151268061152058
4655,14.923134823536,,-0.0022863478279104665,-0.00215209664326712
2147,14.924074003468,,-0.002286967639506383,-0.0021522091298011915
966,14.93625505604,,-0.002287587451486355,-0.002153668066836024
2441,14.946805378999999,,-0.0022882072638506054,-0.0021549316897294325
1637,14.949396156455999,,-0.002288827076598912,-0.002155241989775937
850,14.951003912752002,,-0.0022894468897314978,-0.002155434552379978
5993,14.953494286824,,-0.002290066703248141,-0.0021557328270112343
3693,14.969956105051999,,-0.0022906865171490646,-0.0021577044756952504
1414,14.9818630752,,-0.002291306331434158,-0.002159130585599866
452,14.982800156936001,,-0.0022919261461033097,-0.0021592428208308716
5791,14.988498645994001,,-0.002292545961156743,-0.0021599253346514273
3015,14.99132902336,,-0.002293165776594236,-0.0021602643318224357
5734,15.00258070576,,-0.002293785592416012,-0.0021616119572481127
3027,15.014441528668,,-0.00229440540862196,-0.0021630325400509363
5651,15.027878165952,,-0.002295025225211969,-0.0021646418597416096
2214,15.038497581184,,-0.0022956450421862617,-0.0021659137578865896
6187,15.046596877729998,,-0.0022962648595446166,-0.0021668838188576922
193,15.062031320863998,,-0.0022968846772872566,-0.0021687324177835335
1142,15.063222896648002,,-0.00229750449541396,-0.0021688751340250747
1399,15.07173131776,,-0.002298124313924949,-0.0021698941962608608
3499,15.079181660070002,,-0.002298744132820113,-0.0021707865313241896
7329,15.087591323856,,-0.002299363952099342,-0.002171793765294765
4889,15.087606429335999,,-0.0022999837717628583,-0.002171795574493442
6523,15.08875066304,,-0.0023006035918104397,-0.0021719326205259914
5120,15.088845756753999,,-0.00230122341224231,-0.0021719440099966726
1999,15.091779809139998,,-0.002301843233058246,-0.0021722954244300947
2664,15.099476189268,,-0.0023024630542584717,-0.002173217227692705
3881,15.10043252685,,-0.0023030828758428762,-0.002173331769215938
1570,15.107086082468001,,-0.002303702697811348,-0.0021741286723281315
7081,15.10748351679,,-0.0023043225201641107,-0.0021741762734404204
4373,15.11670208295,,-0.0023049423429009424,-0.002175280390469666
6373,15.11750313454,,-0.0023055621660220656,-0.0021753763332319647
3806,15.12000321572,,-0.0023061819895272583,-0.0021756757704934028
3241,15.122321566241999,,-0.002306801813416744,-0.0021759534416894077
1240,15.123718910300001,,-0.0023074216376904114,-0.0021761208030060568
7043,15.12535017064,,-0.00230804146234815,-0.0021763161807133126
5921,15.129902444819999,,-0.002308661287390183,-0.002176861411214097
4915,15.132750164324001,,-0.0023092811128162874,-0.0021772024854705826
5026,15.137780290512,,-0.0023099009386266874,-0.002177804948791562
2046,15.143523631658,,-0.0023105207648211603,-0.0021784928345922393
3572,15.146434462718,,-0.002311140591399929,-0.002178841467783868
7217,15.159581991960001,,-0.002311760418362883,-0.002180416160710799
2030,15.1849814875,,-0.0023123802457099113,-0.0021834582840815292
2124,15.191806617614,,-0.0023130000734412374,-0.0021842757368453203
1066,15.193973431454001,,-0.0023136199015566386,-0.0021845352583390568
371,15.196017865599998,,-0.0023142397300563384,-0.0021847801222925813
2053,15.196351495863999,,-0.0023148595589401145,-0.002184820081528059
4678,15.196569866808,,-0.00231547938820819,-0.0021848462360377495
5,15.20014,-0.002402884616310315,,
5535,15.201658917500001,,-0.002316099217860454,-0.0021854557568064038
6893,15.208667699280001,,-0.0023167190478967955,-0.0021862952057167062
7376,15.209359647524,,-0.0023173388783174383,-0.002186378081060474
2075,15.2097659088,,-0.0023179587091221596,-0.0021864267393860064
4047,15.213384270559999,,-0.0023185785403111825,-0.00218686011424798
2104,15.215709796448,,-0.0023191983718843963,-0.002187138644844857
7393,15.216438604616,,-0.0023198182038416905,-0.0021872259349391488
3283,15.219051898050001,,-0.0023204380361832875,-0.002187538931747201
2633,15.233229960900001,,-0.002321057868908966,-0.0021892370527307357
7452,15.237819494887999,,-0.0023216777020189485,-0.0021897867458765567
2703,15.239344206176,,-0.002322297535513013,-0.0021899693620956676
6173,15.240472427487997,,-0.0023229173693913824,-0.0021901044903077684
3904,15.247847551708,,-0.0023235372036539462,-0.0021909878164240834
4023,15.247986663079999,,-0.0023241570383005935,-0.0021910044779343573
6185,15.25352056592,,-0.0023247768733315475,-0.0021916672790964677
3001,15.262964611449998,,-0.0023253967087465857,-0.002192798402018803
2141,15.264911653486,,-0.0023260165445459315,-0.002193031601220424
7352,15.265862794688003,,-0.0023266363807293625,-0.002193145520367949
5004,15.274312626943999,,-0.002327256217297102,-0.002194157565356962
4552,15.285145120206,,-0.0023278760542490393,-0.0021954549840739485
7087,15.288651044772001,,-0.002328495891585063,-0.0021958748922190317
6436,15.289842861544,,-0.0023291157293053965,-0.0021960176373239503
6992,15.291485725176,,-0.0023297355674098182,-0.0021962144047692703
4266,15.307474503191997,,-0.0023303554058985505,-0.0021981293969467837
4491,15.309591030340002,,-0.0023309752447713715,-0.00219838289555236
3269,15.312144334341998,,-0.0023315950840285043,-0.002198688707365229
1770,15.313277149154,,-0.002332214923669838,-0.0021988243857454896
1654,15.316780540349999,,-0.0023328347636952618,-0.0021992439904662754
1573,15.318436699896,,-0.0023334546041049987,-0.0021994423503767157
1865,15.318937044544,,-0.0023340744448988268,-0.0021995022771632423
6550,15.328394898902,,-0.0023346942860769694,-0.0022006350539829286
7375,15.331257610656001,,-0.0023353141276392037,-0.0022009779238764187
5970,15.331472902398,,-0.002335933969585753,-0.002201003709586959
93,15.3342379312,,-0.0023365538119165066,-0.002201334879894104
2401,15.335063663471999,,-0.0023371736546313536,-0.0022014337786867453
1742,15.344880455936002,,-0.0023377934977305173,-0.002202609545887843
2738,15.362392428393997,,-0.0023384133412137752,-0.0022047069726102817
4518,15.367869729368,,-0.0023390331850813508,-0.002205362994509429
5908,15.37448984624,,-0.002339653029333022,-0.0022061558926290614
6073,15.38705699188,,-0.002340272873969011,-0.002207661072422676
2310,15.38821541265,,-0.002340892718989208,-0.0022077998176545256
1912,15.391634549578,,-0.0023415125643935016,-0.002208209331156084
7127,15.399661374396,,-0.002342132410182115,-0.0022091707121147386
4515,15.403782835332002,,-0.0023427522563548263,-0.0022096643436758543
1201,15.405024643400003,,-0.0023433721029118585,-0.0022098130762890546
2502,15.406625819591998,,-0.002343991949853101,-0.002210004850787357
6971,15.433744067643998,,-0.002344611797178442,-0.002213252830891621
3649,15.436570407799998,,-0.0023452316448881053,-0.002213591344521888
5811,15.449080491218,,-0.0023458514929818692,-0.002215089689915235
6569,15.453360262808001,,-0.002346471341459956,-0.002215602282504124
5523,15.454937909034001,,-0.002347091190322144,-0.002215791238794508
1224,15.467495859539998,,-0.002347711039568656,-0.002217295317277587
4247,15.468475933372,,-0.0023483308891993813,-0.002217412701715584
1925,15.469476655055999,,-0.002348950739214209,-0.00221753255916778
4210,15.470271512346,,-0.002349570589613363,-0.0022176277600324786
1647,15.474927859622001,,-0.0023501904403966196,-0.0022181854554736437
5185,15.481770197904002,,-0.0023508102915642034,-0.002219004969277189
4886,15.48713699,,-0.002351430143115891,-0.0022196477554158106
3631,15.489118628958002,,-0.0023520499950519065,-0.0022198850983259086
1766,15.490181879536,,-0.0023526698473721385,-0.0022200124449272287
7225,15.502862616336,,-0.002353289700076476,-0.0022215312296494137
6063,15.511685409560002,,-0.002353909553165143,-0.0022225879445522587
2655,15.52526876944,,-0.0023545294066379167,-0.0022242148373572326
931,15.52690628412,,-0.00235514926049502,-0.0022244109641531406
7407,15.54344750592,,-0.002355769114736231,-0.0022263921230835986
6817,15.543922019352,,-0.002356388969361773,-0.0022264489560391565
2862,15.544242106911998,,-0.0023570088243715353,-0.0022264872932512255
3296,15.554933531692,,-0.0023576286797654064,-0.002227767816052886
4267,15.566971384975998,,-0.0023582485355436097,-0.0022292096019635946
6673,15.567467032502,,-0.0023588683917059234,-0.00222926896617105
3478,15.567661359572,,-0.00235948824825257,-0.0022292922409215374
3055,15.57284282526,,-0.002360108105183328,-0.0022299128303280976
31,15.576716000000001,-0.002503130218118477,,
1503,15.577480847111998,,-0.00236072796249842,-0.002230468330914623
1420,15.581621586359999,,-0.002361347820197735,-0.002230964271458742
3628,15.587586627184,,-0.002361967678281163,-0.0022316787104549604
2462,15.591308421668,,-0.0023625875367489263,-0.00223212447355931
2069,15.592277421570001,,-0.002363207395600803,-0.0022322405316614674
5339,15.593021146000002,,-0.0023638272548370163,-0.0022323296082916045
358,15.601890758328002,,-0.002364447114457344,-0.002233391930766074
5006,15.602285931444001,,-0.0023650669744620097,-0.0022334392610514242
1623,15.612045629532002,,-0.002365686834850901,-0.0022346081900011363
5380,15.6288805212,,-0.002366306695623909,-0.0022366245220698687
2742,15.6415928906,,-0.0023669265567812557,-0.0022381470954606743
3450,15.64288356959,,-0.0023675464183227192,-0.002238301681393824
3375,15.648541077764001,,-0.002368166280248523,-0.002238979286892293
3858,15.661827784539998,,-0.002368786142558555,-0.002240570649253787
4054,15.662030927634001,,-0.0023694060052527055,-0.0022405949799084216
5017,15.665844375456,,-0.0023700258683311977,-0.002241051720426126
4303,15.671931135916001,,-0.0023706457317938085,-0.0022417807379067384
3277,15.672534893367999,,-0.002371265595640762,-0.0022418530505498016
1361,15.683020968635999,,-0.0023718854598718353,-0.0022431089784319042
1893,15.686253177392,,-0.002372505324487252,-0.0022434961033565006
208,15.688046611936,,-0.0023731251894869012,-0.0022437109048328366
5907,15.69347963253,,-0.002373745054870672,-0.00224436162322591
1238,15.700367765400003,,-0.002374364920638787,-0.002245186621893759
7082,15.703309812368001,,-0.002374984786791025,-0.0022455389938463846
4260,15.703459747759998,,-0.002375604653327608,-0.002245556951760524
1430,15.705647362066,,-0.0023762245202483146,-0.002245818964547193
1490,15.705690608369999,,-0.0023768443875533682,-0.002245824144200934
6139,15.70594309536,,-0.002377464255242657,-0.0022458543848240947
1688,15.718906283079999,,-0.0023780841233160713,-0.0022474069989797604
7199,15.7216888337,,-0.002378703991773833,-0.0022477402678928384
6223,15.742746936840001,,-0.0023793238606157206,-0.002250262418287698
483,15.753081852671999,,-0.0023799437298419575,-0.0022515002416506674
4616,15.753180835179998,,-0.0023805635994523207,-0.0022515120968861547
3804,15.754402091471999,,-0.002381183469447034,-0.0022516583679922757
5816,15.755567613174,,-0.0023818033398259864,-0.0022517979637099606
1459,15.758531752238,,-0.0023824232105890673,-0.0022521529816553563
6427,15.775760688279998,,-0.002383043081736499,-0.0022542165088188636
7365,15.780877284359999,,-0.00238366295326806,-0.0022548293287266074
6250,15.787295671770002,,-0.0023842828251839734,-0.0022555980655037462
4496,15.793040162064,,-0.002384902697484017,-0.002256286088939046
920,15.794369894952,,-0.0023855225701684135,-0.002256445352397213
3708,15.804509269619999,,-0.0023861424432370525,-0.002257659755596424
2290,15.807271946668001,,-0.0023867623166898234,-0.0022579906442316043
2737,15.809891151936,,-0.0023873821905269483,-0.0022583043491060176
2797,15.81222533019,,-0.002388002064748206,-0.002258583916005555
4530,15.813800384436,,-0.0023886219393538196,-0.002258772561851863
5087,15.818287256456003,,-0.002389241814343678,-0.0022593099590695366
2598,15.827847477336,,-0.0023898616897176698,-0.0022604549964315027
5959,15.832406649300001,,-0.0023904815654760187,-0.0022610010530868807
5783,15.835854814536,,-0.0023911014416185027,-0.0022614140433383626
4180,15.84001506397,,-0.0023917213181453446,-0.002261912320637268
3684,15.850176690320001,,-0.0023923411950563223,-0.0022631293889430262
2719,15.853492012365999,,-0.0023929610723516593,-0.002263526468430756
3469,15.854877398376,,-0.002393580950031244,-0.0022636923975198546
6668,15.886715399852,,-0.0023942008280949663,-0.0022675056672840097
5369,15.887286897258003,,-0.0023948207065430487,-0.0022675741161086085
