,bias_deposition_rate,COV
0,0.0,1.0528675270286925
1,1.0,0.9599713042594088
2,2.0,0.916734280217422
3,5.0,0.8532321689772868
4,10.0,0.8251229563602966
5,20.0,0.804700961390617
6,50.0,0.8295734063593299
7,100.0,0.864294859616141
8,200.0,0.9333220027304182
9,500.0,1.0340943071551345
10,1000.0,1.1630548665677176
11,2000.0,1.2940903236783212
12,5000.0,1.4101898887146487
13,10000.0,1.4438716476039217
