,time,survival_unbiased,survival_biased
4442,3321.234904,-0.5875266986962615,
4443,3321.911068,-0.5877066681019484,
4444,3322.3945860000003,-0.5878866699024524,
4445,3322.802738,-0.5880667041094378,
4446,3323.70005,-0.5882467707345755,
4447,3324.305264,-0.5884268697895423,
4448,3324.78189,-0.5886070012860214,
4449,3325.5939219999996,-0.5887871652357025,
4450,3325.651136,-0.5889673616502816,
4451,3327.1080380000003,-0.5891475905414606,
4452,3327.195862,-0.5893278519209483,
4453,3328.4495180000004,-0.5895081458004594,
4454,3328.5256400000003,-0.5896884721917154,
4455,3328.780244,-0.5898688311064436,
4456,3329.011194,-0.590049222556378,
4457,3329.562964,-0.590229646553259,
4458,3330.5868,-0.590410103108833,
9050,3331.437072612,,-0.08435961693712411
4459,3331.577562,-0.5905905922348532,
9051,3333.423537444,,-0.08446882897239896
4460,3333.66145,-0.5907711139430789,
4461,3333.8327059999997,-0.5909516682452757,
4462,3334.234668,-0.5911322551532157,
4463,3334.577172,-0.5913128746786773,
4464,3334.636194,-0.5914935268334456,
4465,3335.14463,-0.5916742116293116,
4466,3337.417974,-0.591854929078073,
4467,3337.97958,-0.5920356791915339,
4468,3338.820174,-0.5922164619815047,
4469,3340.466224,-0.5923972774598022,
4470,3342.8571660000002,-0.5925781256382499,
4471,3343.93194,-0.592759006528677,
4472,3344.44083,-0.5929399201429199,
4473,3344.88344,-0.5931208664928209,
4474,3345.9667999999997,-0.5933018455902292,
4475,3347.097776,-0.593482857447,
4476,3347.904816,-0.5936639020749952,
4477,3348.482576,-0.593844979486083,
4478,3349.5081299999997,-0.5940260896921381,
4479,3349.5620320000003,-0.5942072327050417,
4480,3349.967718,-0.5943884085366816,
4481,3351.2498100000003,-0.5945696171989514,
4482,3352.4946299999997,-0.594750858703752,
4483,3352.673464,-0.5949321330629904,
4484,3353.011278,-0.5951134402885799,
4485,3354.616378,-0.5952947803924407,
4486,3354.666122,-0.5954761533864992,
4487,3355.8250279999997,-0.5956575592826883,
4488,3357.000586,-0.5958389980929474,
4489,3357.049976,-0.5960204698292225,
9052,3358.2129441300003,,-0.08457805293624523
4490,3358.93398,-0.5962019745034663,
4491,3360.250632,-0.5963835121276374,
4492,3360.743434,-0.5965650827137013,
4493,3363.49877,-0.5967466862736301,
4494,3365.865666,-0.5969283228194024,
4495,3366.70502,-0.5971099923630032,
4496,3368.4035240000003,-0.597291694916424,
4497,3369.126628,-0.5974734304916629,
4498,3369.522732,-0.5976551991007246,
9053,3370.198062328,,-0.08468728883126883
4499,3370.21128,-0.5978370007556204,
4500,3370.596286,-0.598018835468368,
4501,3371.0246779999998,-0.5982007032509918,
4502,3371.44687,-0.5983826041155225,
4503,3371.804832,-0.5985645380739976,
4504,3372.3995800000002,-0.5987465051384611,
4505,3372.4963119999998,-0.5989285053209636,
4506,3372.547878,-0.5991105386335623,
4507,3372.985616,-0.599292605088321,
9054,3373.20655828,,-0.08479653666007693
4508,3373.245196,-0.5994747046973101,
4509,3373.75664,-0.5996568374726063,
4510,3373.79407,-0.5998390034262935,
4511,3374.936414,-0.6000212025704617,
4512,3375.97389,-0.6002034349172074,
4513,3376.291582,-0.6003857004786343,
4514,3376.417202,-0.6005679992668521,
4515,3377.8631579999997,-0.6007503312939777,
4516,3377.9505240000003,-0.6009326965721343,
9055,3378.255603532,,-0.08490579642527715
4517,3378.421386,-0.6011150951134516,
4518,3379.2172680000003,-0.6012975269300663,
4519,3379.8299279999997,-0.6014799920341215,
4520,3379.837514,-0.601662490437767,
4521,3380.749162,-0.6018450221531594,
9056,3380.9477058200005,,-0.08501506812947802
4522,3381.575116,-0.6020275871924615,
4523,3383.67192,-0.6022101855678433,
4524,3384.052614,-0.6023928172914812,
4525,3385.17809,-0.6025754823755584,
4526,3385.864306,-0.6027581808322646,
4527,3386.077028,-0.6029409126737963,
9057,3386.9802476639998,,-0.08512435177528924
4528,3387.6280899999997,-0.6031236779123568,
4529,3389.173544,-0.6033064765601558,
4530,3389.458468,-0.60348930862941,
4531,3390.5346099999997,-0.6036721741323426,
4532,3391.31693,-0.6038550730811835,
9058,3395.28875904,,-0.08523364736532102
4533,3395.834264,-0.6040380054881694,
4534,3400.633268,-0.6042209713655438,
4535,3401.1806060000004,-0.6044039707255567,
4536,3401.90643,-0.604587003580465,
4537,3402.307354,-0.6047700699425324,
4538,3402.42043,-0.604953169824029,
4539,3402.519354,-0.6051363032372319,
9059,3404.027660544,,-0.08534295490218453
4540,3408.3926,-0.605319470194425,
4541,3410.430804,-0.605502670707899,
4542,3412.245656,-0.6056859047899509,
4543,3413.3504199999998,-0.6058691724528847,
4544,3414.032208,-0.6060524737090116,
4545,3414.642172,-0.6062358085706488,
4546,3415.369522,-0.6064191770501212,
4547,3417.250654,-0.6066025791597595,
4548,3421.8241740000003,-0.6067860149119018,
4549,3422.3129360000003,-0.6069694843188929,
4550,3422.886846,-0.6071529873930843,
4551,3422.9386759999998,-0.6073365241468345,
4552,3423.118038,-0.6075200945925083,
4553,3423.3940079999998,-0.6077036987424779,
4554,3423.6905580000002,-0.6078873366091219,
4555,3424.802302,-0.6080710082048261,
4556,3425.4566019999997,-0.6082547135419827,
4557,3425.71581,-0.6084384526329911,
4558,3427.515162,-0.6086222254902574,
4559,3427.970594,-0.6088060321261943,
4560,3432.124742,-0.6089898725532219,
4561,3432.76287,-0.6091737467837668,
4562,3432.765482,-0.6093576548302622,
4563,3433.107326,-0.6095415967051484,
9060,3433.8333407339996,,-0.08545227438849173
4564,3435.1662859999997,-0.6097255724208729,
4565,3435.2749700000004,-0.6099095819898896,
4566,3435.7141060000004,-0.6100936254246596,
4567,3436.021646,-0.6102777027376506,
4568,3436.364728,-0.6104618139413374,
4569,3436.442064,-0.6106459590482015,
4570,3436.5334759999996,-0.6108301380707315,
4571,3438.764854,-0.6110143510214231,
4572,3439.222684,-0.611198597912778,
4573,3439.291666,-0.6113828787573057,
4574,3439.829546,-0.6115671935675224,
4575,3440.512284,-0.6117515423559512,
4576,3442.22936,-0.6119359251351221,
4577,3445.384648,-0.6121203419175718,
4578,3450.052744,-0.6123047927158445,
4579,3450.0647259999996,-0.6124892775424907,
4580,3450.4271940000003,-0.6126737964100685,
4581,3450.954122,-0.6128583493311424,
4582,3451.736228,-0.6130429363182839,
4583,3452.070902,-0.6132275573840719,
4584,3454.203142,-0.6134122125410918,
4585,3454.2290559999997,-0.6135969018019363,
4586,3455.01971,-0.6137816251792049,
4587,3455.103854,-0.6139663826855041,
4588,3457.1476460000003,-0.6141511743334475,
4589,3457.44722,-0.6143360001356555,
4590,3458.015776,-0.6145208601047557,
4591,3460.5255380000003,-0.6147057542533828,
4592,3464.8403820000003,-0.6148906825941779,
4593,3466.2031,-0.6150756451397899,
4594,3467.291506,-0.6152606419028741,
9061,3467.6306098,,-0.08556160582685575
4595,3468.190484,-0.6154456728960933,
4596,3469.73553,-0.615630738132117,
4597,3470.14914,-0.6158158376236218,
4598,3473.22222,-0.6160009713832916,
4599,3473.94597,-0.616186139423817,
4600,3476.644464,-0.6163713417578957,
4601,3477.72474,-0.6165565783982329,
4602,3477.73204,-0.61674184935754,
9062,3478.8129546060004,,-0.0856709492198902
4603,3479.7632439999998,-0.6169271546485363,
4604,3480.95561,-0.6171124942839478,
4605,3481.8502280000002,-0.6172978682765075,
4606,3482.3423119999998,-0.6174832766389557,
4607,3483.793606,-0.6176687193840398,
4608,3487.8048440000002,-0.6178541965245139,
9063,3487.8783368,,-0.08578030457020971
4609,3491.986734,-0.6180397080731399,
4610,3492.395418,-0.618225254042686,
4611,3494.885832,-0.6184108344459283,
9064,3495.340428008,,-0.08588967188042965
9065,3496.3604299619997,,-0.08599905115316657
4612,3496.637228,-0.618596449295649,
4613,3496.712574,-0.6187820986046386,
4614,3496.9424759999997,-0.6189677823856938,
4615,3501.2027599999997,-0.619153500651619,
4616,3501.6119,-0.6193392534152254,
4617,3502.0487160000002,-0.6195250406893316,
4618,3502.493296,-0.6197108624867631,
4619,3502.656122,-0.6198967188203526,
4620,3503.222444,-0.6200826097029402,
4621,3505.866482,-0.6202685351473729,
4622,3506.864884,-0.6204544951665047,
4623,3507.439636,-0.6206404897731973,
4624,3507.939762,-0.6208265189803193,
4625,3507.982216,-0.6210125828007462,
4626,3508.3893679999996,-0.6211986812473613,
4627,3508.9067179999997,-0.6213848143330546,
4628,3509.0876359999997,-0.6215709820707234,
4629,3509.244232,-0.6217571844732723,
4630,3510.056822,-0.6219434215536132,
4631,3510.927366,-0.622129693324665,
4632,3511.286104,-0.622315999799354,
4633,3511.312762,-0.6225023409906134,
4634,3512.811946,-0.6226887169113839,
9066,3514.7130049919997,,-0.08610844239103754
4635,3517.81408,-0.6228751275746136,
4636,3518.643054,-0.6230615729932576,
4637,3518.854286,-0.6232480531802781,
4638,3520.8225079999997,-0.623434568148645,
4639,3521.06574,-0.623621117911335,
9067,3521.555568552,,-0.08621784559666062
9068,3521.6791269400005,,-0.08632726077265458
4640,3522.05821,-0.6238077024813324,
4641,3523.126252,-0.6239943218716286,
4642,3525.941214,-0.6241809760952225,
4643,3526.129216,-0.6243676651651197,
4644,3526.36252,-0.6245543890943337,
4645,3526.91843,-0.624741147895885,
4646,3527.529094,-0.6249279415828015,
9069,3527.551171176,,-0.08643668792163944
4647,3528.016294,-0.6251147701681183,
4648,3531.055398,-0.6253016336648781,
4649,3531.51894,-0.6254885320861304,
9070,3531.683660328,,-0.08654612704623571
4650,3531.7816000000003,-0.6256754654449326,
4651,3532.0525,-0.6258624337543489,
4652,3533.3580920000004,-0.6260494370274513,
4653,3538.3011779999997,-0.6262364752773185,
4654,3538.69531,-0.6264235485170372,
4655,3539.73758,-0.6266106567597012,
9071,3540.4377983040004,,-0.08665557814906487
4656,3543.9514240000003,-0.6267978000184115,
4657,3544.171412,-0.6269849783062765,
4658,3545.5505980000003,-0.6271721916364124,
4659,3546.991582,-0.6273594400219422,
9072,3547.465216944,,-0.08676504123274914
4660,3547.619208,-0.6275467234759965,
4661,3548.455318,-0.6277340420117132,
4662,3548.72245,-0.627921395642238,
4663,3549.749722,-0.6281087843807232,
4664,3550.4476120000004,-0.6282962082403291,
4665,3552.1475499999997,-0.6284836672342232,
4666,3554.401486,-0.6286711613755805,
9073,3555.0120784319997,,-0.08687451629991198
4667,3555.4768160000003,-0.6288586906775835,
4668,3557.337508,-0.6290462551534217,
4669,3557.662946,-0.6292338548162925,
4670,3560.3749479999997,-0.6294214896794004,
4671,3560.598716,-0.6296091597559575,
4672,3560.7521239999996,-0.6297968650591838,
4673,3561.90202,-0.6299846056023053,
4674,3563.368008,-0.6301723813985569,
4675,3563.852102,-0.6303601924611806,
4676,3565.2653179999998,-0.6305480388034254,
4677,3565.667632,-0.6307359204385482,
4678,3566.491632,-0.6309238373798134,
9074,3567.8566831800003,,-0.08698400335317735
4679,3568.339888,-0.6311117896404926,
4680,3569.161622,-0.6312997772338651,
4681,3569.777492,-0.6314878001732176,
4682,3570.059612,-0.6316758584718444,
9075,3571.1199699420004,,-0.08709350239517005
4683,3571.5627919999997,-0.6318639521430469,
4684,3575.40013,-0.6320520812001345,
4685,3575.841696,-0.632240245656424,
4686,3576.4531239999997,-0.6324284455252396,
4687,3579.6734539999998,-0.6326166808199128,
4688,3579.824952,-0.6328049515537835,
4689,3579.882832,-0.6329932577401981,
4690,3580.550816,-0.6331815993925112,
9076,3581.9720952840003,,-0.08720301342851614
4691,3583.561994,-0.6333699765240844,
4692,3586.273346,-0.6335583891482878,
4693,3586.870796,-0.6337468372784978,
9077,3587.883004806,,-0.08731253645584211
4694,3590.001346,-0.6339353209280992,
4695,3594.15582,-0.6341238401104843,
9078,3595.212444118,,-0.08742207147977553
9079,3595.9102031760003,,-0.08753161850294465
4696,3595.9402999999998,-0.6343123948390527,
4697,3596.450592,-0.6345009851272119,
4698,3598.6076940000003,-0.6346896109883766,
4699,3599.8584819999996,-0.6348782724359694,
4700,3600.3416899999997,-0.6350669694834206,
4701,3600.427696,-0.6352557021441676,
4702,3601.08603,-0.6354444704316561,
4703,3601.238042,-0.6356332743593386,
4704,3603.0727859999997,-0.6358221139406759,
4705,3604.4451120000003,-0.6360109891891361,
4706,3604.942606,-0.6361999001181952,
4707,3605.359184,-0.6363888467413363,
4708,3605.736054,-0.636577829072051,
4709,3606.1269279999997,-0.6367668471238376,
4710,3606.844736,-0.6369559009102027,
4711,3607.431602,-0.6371449904446603,
4712,3609.7047620000003,-0.6373341157407326,
4713,3609.900404,-0.6375232768119482,
4714,3611.020716,-0.6377124736718447,
4715,3611.078986,-0.6379017063339668,
4716,3611.131396,-0.6380909748118668,
4717,3613.229444,-0.6382802791191051,
9080,3613.26625664,,-0.08764117752797894
4718,3613.377676,-0.6384696192692495,
4719,3613.501506,-0.6386589952758754,
4720,3614.090392,-0.6388484071525664,
9081,3615.7070694559998,,-0.08775074855750842
4721,3616.089608,-0.6390378549129132,
4722,3616.678664,-0.639227338570515,
9082,3618.3927637,,-0.08786033159416405
4723,3618.813718,-0.6394168581389775,
4724,3619.029462,-0.6396064136319155,
4725,3619.0883620000004,-0.6397960050629508,
4726,3619.499832,-0.6399856324457129,
9083,3620.165447616,,-0.08796992664057757
9084,3620.2261968000003,,-0.08807953369938192
4727,3620.228832,-0.6401752957938396,
4728,3622.85933,-0.6403649951209758,
4729,3622.902212,-0.6405547304407746,
4730,3625.665676,-0.6407445017668968,
4731,3626.244588,-0.640934309113011,
4732,3630.244648,-0.6411241524927934,
4733,3631.172904,-0.6413140319199281,
4734,3633.7623519999997,-0.6415039474081069,
4735,3635.707008,-0.6416938989710296,
4736,3636.2502940000004,-0.6418838866224037,
4737,3637.7705499999997,-0.6420739103759446,
4738,3638.896916,-0.6422639702453754,
4739,3639.1247799999996,-0.6424540662444271,
4740,3640.871002,-0.6426441983868384,
4741,3642.2779419999997,-0.6428343666863561,
4742,3643.516522,-0.6430245711567347,
4743,3645.253396,-0.6432148118117363,
4744,3645.490374,-0.6434050886651312,
4745,3646.868166,-0.6435954017306975,
4746,3647.60543,-0.6437857510222211,
4747,3648.9444399999998,-0.6439761365534958,
4748,3649.2089100000003,-0.6441665583383234,
9085,3649.501842660001,,-0.08818915277321054
4749,3649.6389440000003,-0.6443570163905132,
4750,3650.3555,-0.6445475107238828,
4751,3650.908224,-0.6447380413522577,
4752,3651.236694,-0.6449286082894709,
4753,3652.59791,-0.6451192115493638,
4754,3652.6286880000002,-0.6453098511457852,
4755,3652.7561800000003,-0.6455005270925923,
4756,3652.919986,-0.6456912394036499,
4757,3653.296672,-0.645881988092831,
4758,3657.681502,-0.6460727731740165,
4759,3658.915224,-0.6462635946610948,
4760,3659.792462,-0.6464544525679629,
4761,3662.67083,-0.6466453469085254,
4762,3663.342898,-0.6468362776966949,
4763,3663.5445520000003,-0.6470272449463922,
4764,3665.204554,-0.6472182486715455,
4765,3665.721952,-0.6474092888860916,
4766,3665.871492,-0.6476003656039749,
4767,3667.994072,-0.6477914788391481,
4768,3668.204562,-0.6479826286055717,
4769,3669.288086,-0.648173814917214,
4770,3671.3433280000004,-0.648365037788052,
4771,3674.618188,-0.6485562972320701,
4772,3674.727618,-0.6487475932632608,
4773,3676.860574,-0.648938925895625,
4774,3677.64405,-0.649130295143171,
4775,3678.162818,-0.6493217010199158,
4776,3682.0507000000002,-0.649513143539884,
9086,3682.6497497640003,,-0.08829878386469789
4777,3683.581798,-0.6497046227171086,
9087,3685.46375197,,-0.08840842697647915
4778,3686.58365,-0.6498961385656303,
9088,3686.920494516,,-0.08851808211119074
4779,3687.3762779999997,-0.6500876910994983,
4780,3689.3385839999996,-0.6502792803327694,
4781,3689.891468,-0.6504709062795089,
4782,3691.915634,-0.6506625689537899,
4783,3694.021736,-0.650854268369694,
4784,3694.780152,-0.65104600454131,
4785,3701.476922,-0.6512377774827357,
4786,3702.09079,-0.6514295872080769,
9089,3702.6298377919998,,-0.08862774927146957
4787,3702.9843339999998,-0.651621433731447,
4788,3703.041306,-0.6518133170669681,
4789,3703.9942579999997,-0.6520052372287701,
4790,3707.007504,-0.6521971942309911,
4791,3707.270136,-0.6523891880877775,
4792,3707.962932,-0.6525812188132836,
4793,3710.1442859999997,-0.6527732864216721,
4794,3710.439468,-0.6529653909271135,
4795,3712.018432,-0.6531575323437868,
4796,3712.29064,-0.6533497106858792,
9090,3712.57536132,,-0.08873742845995355
4797,3712.869782,-0.6535419259675859,
4798,3713.936966,-0.6537341782031102,
4799,3714.8669339999997,-0.6539264674066639,
4800,3715.730128,-0.6541187935924669,
4801,3716.688124,-0.654311156774747,
4802,3717.887778,-0.6545035569677408,
4803,3721.5567220000003,-0.6546959941856927,
4804,3721.932872,-0.654888468442855,
4805,3723.83441,-0.655080979753489,
4806,3725.735986,-0.6552735281318638,
4807,3725.9319920000003,-0.6554661135922568,
4808,3726.461188,-0.6556587361489536,
4809,3727.635526,-0.6558513958162484,
4810,3728.1095419999997,-0.656044092608443,
4811,3728.184878,-0.6562368265398482,
4812,3734.56227,-0.6564295976247825,
4813,3734.766324,-0.6566224058775731,
4814,3736.246274,-0.6568152513125551,
4815,3738.174384,-0.6570081339440721,
4816,3738.933762,-0.6572010537864762,
4817,3739.8190019999997,-0.6573940108541274,
4818,3741.13583,-0.6575870051613945,
4819,3742.206162,-0.657780036722654,
4820,3742.572906,-0.6579731055522912,
4821,3744.81812,-0.6581662116646997,
4822,3745.282346,-0.6583593550742812,
4823,3747.9182579999997,-0.6585525357954464,
4824,3750.525388,-0.6587457538426129,
4825,3752.589758,-0.6589390092302083,
4826,3752.850774,-0.6591323019726677,
9091,3757.4799736,,-0.08884711967928136
4827,3758.482808,-0.6593256320844346,
4828,3760.336622,-0.6595189995799612,
4829,3760.742534,-0.6597124044737078,
4830,3760.98002,-0.6599058467801433,
4831,3761.0593820000004,-0.6600993265137448,
4832,3762.304132,-0.660292843688998,
4833,3762.6837880000003,-0.660486398320397,
4834,3764.591992,-0.6606799904224439,
4835,3764.967936,-0.6608736200096497,
4836,3765.164818,-0.6610672870965336,
4837,3765.7104360000003,-0.6612609916976235,
4838,3768.2352880000003,-0.6614547338274556,
4839,3768.3435600000003,-0.6616485135005743,
9092,3769.265985696,,-0.08895682293209285
4840,3771.8445180000003,-0.6618423307315328,
4841,3772.100116,-0.6620361855348925,
4842,3775.221472,-0.6622300779252237,
4843,3775.7034360000002,-0.6624240079171049,
4844,3776.657884,-0.6626179755251226,
4845,3779.9406559999998,-0.6628119807638725,
4846,3782.052242,-0.6630060236479586,
4847,3786.324326,-0.6632001041919933,
4848,3786.5791,-0.6633942224105975,
4849,3788.478016,-0.6635883783184009,
4850,3789.129696,-0.6637825719300414,
4851,3790.4043220000003,-0.6639768032601654,
4852,3790.491818,-0.6641710723234282,
4853,3790.595402,-0.6643653791344935,
4854,3790.995846,-0.6645597237080328,
4855,3791.19134,-0.6647541060587275,
4856,3791.573878,-0.6649485262012667,
4857,3794.444186,-0.665142984150348,
9093,3796.0656234,,-0.08906653822102845
4858,3796.86693,-0.6653374799206782,
4859,3798.052014,-0.665532013526972,
4860,3798.47408,-0.6657265849839531,
9094,3799.619779186,,-0.08917626554872939
4861,3800.295526,-0.6659211943063538,
4862,3801.401066,-0.6661158415089148,
4863,3801.675678,-0.6663105266063858,
4864,3802.5758739999997,-0.6665052496135243,
9095,3806.187171264,,-0.08928600491783817
4865,3808.407146,-0.6667000105450971,
4866,3810.863512,-0.6668948094158796,
4867,3812.7287659999997,-0.6670896462406557,
4868,3813.705702,-0.667284521034218,
4869,3813.8186,-0.6674794338113675,
4870,3813.83712,-0.6676743845869143,
4871,3814.477094,-0.6678693733756768,
9096,3815.8273046400004,,-0.0893957563309978
9097,3816.06745302,,-0.08950551979085229
4872,3816.161404,-0.6680644001924821,
4873,3817.022442,-0.6682594650521665,
4874,3817.417724,-0.6684545679695739,
4875,3817.700574,-0.668649708959558,
9098,3819.067977848,,-0.08961529530004637
4876,3819.453952,-0.6688448880369805,
4877,3819.708658,-0.6690401052167122,
4878,3820.655142,-0.6692353605136325,
4879,3820.828998,-0.6694306539426292,
4880,3821.10356,-0.6696259855185995,
4881,3821.54385,-0.6698213552564486,
4882,3821.685094,-0.6700167631710909,
4883,3824.1383220000002,-0.6702122092774494,
4884,3824.183462,-0.670407693590456,
4885,3824.7247,-0.6706032161250509,
4886,3828.16038,-0.6707987768961836,
4887,3831.190646,-0.6709943759188121,
4888,3833.5683160000003,-0.6711900132079032,
4889,3835.131812,-0.6713856887784326,
4890,3835.4931060000004,-0.6715814026453848,
4891,3837.870854,-0.6717771548237528,
4892,3839.162478,-0.6719729453285388,
4893,3839.553352,-0.6721687741747535,
4894,3839.971604,-0.6723646413774169,
4895,3842.209526,-0.672560546951557,
4896,3842.2425,-0.6727564909122113,
4897,3842.260918,-0.6729524732744261,
4898,3842.858722,-0.6731484940532563,
4899,3842.8855860000003,-0.6733445532637656,
4900,3844.19929,-0.673540650921027,
4901,3844.410688,-0.673736787040122,
4902,3845.038764,-0.673932961636141,
4903,3846.4172719999997,-0.6741291747241834,
4904,3847.592352,-0.6743254263193577,
4905,3848.007126,-0.6745217164367805,
4906,3848.74113,-0.6747180450915782,
4907,3851.299616,-0.6749144122988857,
4908,3851.557044,-0.6751108180738468,
4909,3851.916278,-0.6753072624316143,
4910,3852.6683,-0.67550374538735,
9099,3853.28676996,,-0.089725082861226
4911,3854.2860440000004,-0.6757002669562246,
4912,3857.728738,-0.6758968271534177,
4913,3858.040956,-0.6760934259941177,
4914,3858.172998,-0.6762900634935225,
4915,3858.28339,-0.6764867396668381,
4916,3858.28477,-0.6766834545292804,
4917,3859.314614,-0.6768802080960734,
9100,3859.3769502,,-0.08983488247703769
4918,3859.558748,-0.6770770003824509,
4919,3860.251068,-0.6772738314036552,
4920,3860.874088,-0.6774707011749377,
4921,3861.43711,-0.6776676097115589,
4922,3864.257898,-0.6778645570287883,
4923,3864.92163,-0.6780615431419044,
4924,3864.9557680000003,-0.6782585680661948,
4925,3865.177904,-0.6784556318169556,
4926,3868.578654,-0.6786527344094928,
4927,3868.8686979999998,-0.6788498758591209,
4928,3869.638752,-0.6790470561811637,
4929,3871.035684,-0.6792442753909539,
9101,3871.9339388060002,,-0.08994469415012891
4930,3872.223594,-0.6794415335038333,
4931,3872.297304,-0.679638830535153,
4932,3872.482546,-0.6798361665002729,
4933,3872.830136,-0.6800335414145621,
4934,3873.4720079999997,-0.680230955293399,
4935,3875.425526,-0.6804284081521706,
4936,3877.817556,-0.6806259000062735,
4937,3877.873438,-0.6808234308711134,
4938,3878.19865,-0.6810210007621047,
4939,3878.30985,-0.6812186096946715,
9102,3881.60251944,,-0.0900545178831479
4940,3882.212214,-0.6814162576842466,
4941,3882.2690860000002,-0.6816139447462722,
4942,3884.9618,-0.6818116708961997,
9103,3885.15428424,,-0.09016435367874409
4943,3886.1041179999997,-0.6820094361494893,
4944,3886.395668,-0.6822072405216111,
4945,3887.7002319999997,-0.6824050840280432,
9104,3888.037814,,-0.0902742015395675
9105,3889.1769073859996,,-0.09038406146826908
4946,3889.254884,-0.6826029666842742,
4947,3889.475148,-0.682800888505801,
4948,3890.085894,-0.6829988495081302,
4949,3890.3805899999998,-0.6831968497067772,
4950,3891.59247,-0.683394889117267,
4951,3892.82946,-0.6835929677551336,
4952,3893.6766979999998,-0.6837910856359203,
4953,3894.6849079999997,-0.6839892427751796,
4954,3895.6828560000004,-0.6841874391884735,
4955,3895.983756,-0.6843856748913726,
4956,3897.087516,-0.6845839498994575,
4957,3897.1716800000004,-0.6847822642283176,
4958,3897.290584,-0.6849806178935519,
4959,3897.456496,-0.6851790109107684,
4960,3899.695686,-0.6853774432955846,
4961,3900.678548,-0.6855759150636271,
9106,3903.3520289,,-0.09049393346750054
4962,3903.536972,-0.6857744262305321,
4963,3903.612328,-0.6859729768119448,
4964,3904.552408,-0.6861715668235201,
4965,3906.0311540000002,-0.6863701962809217,
4966,3906.4330440000003,-0.6865688651998227,
4967,3906.5442940000003,-0.6867675735959063,
4968,3907.190764,-0.6869663214848641,
4969,3907.929864,-0.6871651088823978,
4970,3910.233086,-0.687363935804218,
4971,3911.180082,-0.6875628022660446,
4972,3912.2284799999998,-0.6877617082836074,
4973,3912.268298,-0.6879606538726452,
4974,3914.43791,-0.6881596390489063,
4975,3914.4910980000004,-0.6883586638281481,
4976,3914.6492820000003,-0.688557728226138,
4977,3915.329342,-0.6887568322586525,
4978,3919.851532,-0.6889559759414773,
4979,3920.834342,-0.6891551592904078,
4980,3921.7264219999997,-0.689354382321249,
4981,3921.829628,-0.6895536450498151,
4982,3922.120498,-0.6897529474919297,
4983,3923.095416,-0.689952289663426,
4984,3923.3751979999997,-0.6901516715801469,
4985,3924.796454,-0.6903510932579441,
4986,3924.875372,-0.6905505547126793,
9107,3925.1304745800007,,-0.09060381753991485
4987,3925.83496,-0.6907500559602239,
9108,3926.7540006400004,,-0.0907137136881655
4988,3927.477758,-0.6909495970164581,
4989,3928.090876,-0.6911491778972723,
4990,3928.208562,-0.6913487986185659,
4991,3928.82472,-0.6915484591962482,
4992,3929.3165040000004,-0.6917481596462379,
4993,3932.4397740000004,-0.691947899984463,
4994,3933.03388,-0.6921476802268619,
4995,3933.6341159999997,-0.6923475003893811,
4996,3935.378628,-0.6925473604879777,
4997,3936.616222,-0.6927472605386183,
4998,3936.62425,-0.692947200557279,
4999,3937.230466,-0.6931471805599453,
5000,3937.699974,-0.6933472005626123,
5001,3937.769114,-0.693547260581285,
5002,3939.00215,-0.6937473606319777,
5003,3940.39764,-0.6939475007307144,
5004,3943.371998,-0.6941476808935289,
5005,3943.49151,-0.6943479011364642,
5006,3943.7127400000004,-0.6945481614755734,
5007,3943.7673059999997,-0.6947484619269192,
5008,3946.705436,-0.6949488025065735,
5009,3949.353998,-0.6951491832306184,
5010,3949.548144,-0.6953496041151453,
5011,3952.753406,-0.6955500651762556,
5012,3953.583526,-0.6957505664300603,
5013,3954.334508,-0.6959511078926796,
5014,3954.404202,-0.696151689580244,
5015,3957.810984,-0.6963523115088937,
5016,3958.07988,-0.6965529736947781,
5017,3958.51523,-0.696753676154057,
5018,3958.8974019999996,-0.6969544189028993,
9109,3958.964431984,,-0.09082362191490681
5019,3959.404946,-0.6971552019574841,
5020,3960.990432,-0.697356025334,
5021,3961.077428,-0.6975568890486454,
5022,3961.968162,-0.6977577931176286,
5023,3962.568208,-0.6979587375571674,
9110,3963.091661872,,-0.09093354222279437
5024,3964.329672,-0.6981597223834896,
5025,3967.108344,-0.6983607476128327,
5026,3967.12521,-0.6985618132614442,
5027,3967.880694,-0.6987629193455811,
9111,3968.067196548,,-0.09104347461448431
5028,3968.57535,-0.6989640658815102,
5029,3968.6442039999997,-0.6991652528855083,
5030,3970.525302,-0.6993664803738622,
5031,3970.6263879999997,-0.6995677483628681,
5032,3971.195932,-0.6997690568688323,
9112,3971.5495999679997,,-0.09115341909263368
5033,3971.946424,-0.6999704059080708,
5034,3972.244866,-0.7001717954969098,
5035,3973.272042,-0.7003732256516849,
5036,3973.603498,-0.7005746963887419,
5037,3974.121068,-0.7007762077244365,
5038,3974.87177,-0.7009777596751339,
5039,3974.9379679999997,-0.7011793522572095,
5040,3974.975536,-0.7013809854870487,
5041,3975.04105,-0.7015826593810468,
5042,3976.810968,-0.7017843739556089,
5043,3977.1352119999997,-0.7019861292271496,
5044,3979.315998,-0.7021879252120943,
5045,3980.88523,-0.7023897619268779,
5046,3981.659944,-0.702591639387945,
5047,3983.034448,-0.7027935576117507,
5048,3983.082816,-0.7029955166147597,
5049,3984.334318,-0.7031975164134467,
5050,3984.4739019999997,-0.7033995570242966,
5051,3985.8283939999997,-0.7036016384638041,
5052,3985.84136,-0.7038037607484742,
5053,3986.689258,-0.7040059238948212,
