,time,survival_unbiased,survival_biased
2213,1402.582654,-0.2502578438057817,
2214,1403.188398,-0.250386287708084,
2215,1403.514682,-0.25051474811034175,
2216,1403.556822,-0.25064322501679454,
2217,1403.609986,-0.25077171843168383,
2218,1404.0884720000001,-0.2509002283592526,
2219,1404.2886159999998,-0.25102875480374537,
2220,1404.715886,-0.2511572977694086,
2221,1405.220334,-0.2512858572604901,
2222,1405.344256,-0.25141443328123947,
2223,1405.429706,-0.25154302583590776,
2224,1406.4513980000002,-0.2516716349287479,
2225,1406.50901,-0.2518002605640143,
2226,1406.643862,-0.2519289027459631,
2227,1407.299604,-0.252057561478852,
2228,1407.59247,-0.25218623676694046,
2229,1407.848704,-0.25231492861448956,
2230,1408.5212080000001,-0.2524436370257619,
8761,1408.6685005020001,,-0.05328685958879379
2231,1412.052366,-0.2525723620050218,
2232,1413.6041200000002,-0.25270110355653547,
2233,1416.0420279999998,-0.25282986168457017,
2234,1416.524034,-0.25295863639339533,
2235,1417.723912,-0.2530874276872819,
8762,1418.430805344,,-0.05339273010924631
2236,1418.905602,-0.2532162355705024,
2237,1419.203818,-0.2533450600473311,
2238,1421.360704,-0.2534739011220439,
8763,1421.4852920160001,,-0.05349861183945274
2239,1422.977396,-0.25360275879891825,
2240,1424.024844,-0.2537316330822334,
2241,1424.178486,-0.2538605239762702,
8764,1424.687834052,,-0.05360450478178712
2242,1425.0083419999999,-0.2539894314853112,
2243,1426.671804,-0.2541183556136403,
2244,1427.168312,-0.25424729636554355,
2245,1427.6017960000001,-0.2543762537453083,
2246,1428.183132,-0.25450522775722373,
2247,1429.0963700000002,-0.25463421840558054,
2248,1429.7724879999998,-0.2547632256946713,
2249,1430.361868,-0.25489224962879,
2250,1430.383352,-0.25502129021223247,
2251,1430.465026,-0.25515034744929616,
2252,1430.7402379999999,-0.2552794213442801,
2253,1433.100294,-0.2554085119014853,
2254,1433.332608,-0.2555376191252137,
2255,1433.75189,-0.25566674301976977,
2256,1435.052156,-0.25579588358945915,
2257,1436.087514,-0.2559250408385893,
2258,1436.48606,-0.2560542147714693,
2259,1437.402804,-0.25618340539240986,
8765,1437.49380656,,-0.053710408938624166
2260,1439.003044,-0.25631261270572353,
2261,1440.370332,-0.2564418367157244,
2262,1441.209344,-0.2565710774267282,
2263,1441.9563400000002,-0.2567003348430525,
2264,1441.979066,-0.25682960896901624,
2265,1442.004104,-0.2569588998089404,
2266,1443.016238,-0.2570882073671473,
2267,1443.5629159999999,-0.25721753164796124,
8766,1443.7825071680002,,-0.053816324312339694
2268,1444.229386,-0.257346872655708,
2269,1445.5525120000002,-0.25747623039471507,
2270,1445.6169399999999,-0.2576056048693117,
2271,1446.740354,-0.25773499608382877,
2272,1446.885462,-0.2578644040425988,
2273,1447.127538,-0.2579938287499562,
2274,1448.59274,-0.25812327021023657,
2275,1448.9194140000002,-0.2582527284277777,
8767,1448.952715072,,-0.05392225090530991
2276,1449.420668,-0.25838220340691886,
2277,1449.619236,-0.25851169515200106,
2278,1450.997648,-0.258641203667367,
2279,1452.734504,-0.25877072895736086,
2280,1452.748024,-0.25890027102632884,
2281,1453.44975,-0.2590298298786186,
8768,1454.429411028,,-0.054028188719911906
2282,1454.608906,-0.25915940551857963,
2283,1454.8041059999998,-0.2592889979505631,
2284,1454.837028,-0.25941860717892157,
2285,1455.307636,-0.2595482332080097,
2286,1455.673122,-0.25967787604218356,
2287,1456.803976,-0.2598075356858012,
2288,1457.048718,-0.2599372121432221,
2289,1457.294954,-0.26006690541880756,
2290,1457.8020900000001,-0.2601966155169205,
2291,1457.859328,-0.2603263424419257,
2292,1458.993524,-0.2604560861981894,
2293,1459.1349879999998,-0.2605858467900799,
2294,1459.632722,-0.26071562422196665,
2295,1459.64192,-0.2608454184982213,
2296,1459.79501,-0.26097522962321695,
2297,1461.119848,-0.26110505760132857,
8769,1461.9282845999999,,-0.0541341377585234
2298,1462.461728,-0.26123490243693265,
2299,1462.476342,-0.2613647641344075,
8770,1462.4990979039999,,-0.05424009802352323
2300,1462.659684,-0.26149464269813316,
2301,1462.720576,-0.26162453813249126,
2302,1463.12256,-0.26175445044186524,
2303,1465.622744,-0.2618843796306404,
2304,1465.7988899999998,-0.2620143257032032,
2305,1466.124312,-0.26214428866394235,
2306,1466.201122,-0.2622742685172481,
2307,1466.278622,-0.2624042652675124,
2308,1467.979636,-0.26253427891912895,
8771,1468.15141984,,-0.05434606951729064
8772,1468.178506956,,-0.05445205224220573
2309,1469.0099639999999,-0.26266430947649305,
2310,1470.176782,-0.2627943569440019,
2311,1472.24274,-0.26292442132605426,
2312,1472.71883,-0.2630545026270507,
8773,1475.23310648,,-0.05455804620064925
2313,1475.332954,-0.26318460085139356,
2314,1476.257558,-0.26331471600348655,
2315,1477.5455279999999,-0.2634448480877355,
2316,1478.450448,-0.2635749971085478,
2317,1478.5161699999999,-0.26370516307033265,
2318,1479.834642,-0.2638353459775008,
2319,1480.5082220000002,-0.26396554583446485,
2320,1480.560548,-0.26409576264563916,
2321,1480.5896520000001,-0.2642259964154397,
8774,1480.86580525,,-0.05466405139500306
2322,1481.67684,-0.26435624714828415,
2323,1481.8551,-0.26448651484859226,
2324,1481.965446,-0.2646167995207849,
2325,1482.671632,-0.26474710116928507,
2326,1483.915246,-0.26487741979851753,
2327,1484.478956,-0.2650077554129086,
2328,1484.935884,-0.2651381080168864,
2329,1485.1441459999999,-0.26526847761488087,
2330,1485.239292,-0.26539886421132347,
2331,1486.1729380000002,-0.26552926781064756,
8775,1487.110262344,,-0.05477006782764944
8776,1487.918751276,,-0.05487609550097139
2332,1488.419232,-0.26565968841728826,
2333,1488.603734,-0.2657901260356824,
2334,1488.7349299999998,-0.2659205806702683,
8777,1488.784186764,,-0.05498213441735306
2335,1488.8684520000002,-0.2660510523254863,
2336,1488.870874,-0.26618154100577845,
2337,1489.424734,-0.26631204671558845,
2338,1489.532642,-0.26644256945936184,
2339,1489.672034,-0.26657310924154576,
8778,1491.75291072,,-0.05508818457917898
2340,1492.0662379999999,-0.2667036660665892,
2341,1492.201692,-0.2668342399389429,
2342,1495.4170139999999,-0.2669648308630592,
8779,1495.4328114,,-0.055194245988834566
8780,1496.374066516,,-0.05530031864870588
2343,1497.319578,-0.2670954388433926,
2344,1498.859852,-0.2672260638843987,
2345,1499.275146,-0.26735670599053524,
2346,1499.778796,-0.2674873651662617,
2347,1501.478332,-0.2676180414160393,
2348,1501.895622,-0.26774873474433086,
2349,1502.554284,-0.2678794451556012,
2350,1503.657046,-0.2680101726543167,
2351,1505.2285239999999,-0.2681409172449455,
8781,1506.391208568,,-0.05540640256118009
2352,1506.524568,-0.2682716789319575,
2353,1507.676406,-0.26840245771982474,
2354,1507.828392,-0.2685332536130201,
2355,1507.902742,-0.2686640666160191,
2356,1508.052326,-0.2687948967332987,
2357,1508.438358,-0.2689257439693375,
2358,1508.696482,-0.26905660832861605,
2359,1508.962558,-0.2691874898156166,
2360,1509.017078,-0.26931838843482303,
2361,1509.102756,-0.26944930419072116,
2362,1509.3781299999998,-0.26958023708779855,
2363,1509.56453,-0.2697111871305446,
8782,1510.53848428,,-0.055512497728644764
2364,1510.91596,-0.26984215432345,
2365,1511.146402,-0.26997313867100775,
2366,1512.7340239999999,-0.2701041401777124,
2367,1513.765286,-0.2702351588480603,
8783,1514.5623678240001,,-0.05561860415348836
2368,1514.9314180000001,-0.27036619468654954,
2369,1515.153734,-0.27049724769768,
2370,1515.988214,-0.2706283178859534,
8784,1516.0044533760001,,-0.05572472183809998
2371,1516.691152,-0.270759405255873,
2372,1517.352736,-0.2708905098119441,
2373,1517.4863659999999,-0.27102163155867376,
2374,1517.6199960000001,-0.2711527705005704,
2375,1517.909946,-0.27128392664214473,
2376,1518.041698,-0.27141509998790897,
2377,1519.471376,-0.2715462905423772,
2378,1519.5480519999999,-0.27167749831006527,
2379,1519.9197900000001,-0.2718087232954908,
2380,1520.438372,-0.27193996550317306,
2381,1521.228136,-0.27207122493763336,
2382,1521.3807279999999,-0.27220250160339454,
2383,1521.5698659999998,-0.27233379550498144,
2384,1523.9597239999998,-0.27246510664692064,
8785,1524.030530432,,-0.05583085078486983
2385,1524.5165,-0.27259643503374015,
8786,1525.14358974,,-0.055936990996188526
2386,1525.1442279999999,-0.27272778066997017,
2387,1525.473986,-0.2728591435601426,
2388,1525.765118,-0.2729905237087912,
2389,1526.056228,-0.2731219211204512,
2390,1526.669082,-0.27325333579966,
2391,1528.125722,-0.2733847677509565,
2392,1528.2485319999998,-0.2735162169788815,
2393,1528.6548400000001,-0.2736476834879777,
2394,1529.073986,-0.27377916728278956,
2395,1530.4155819999999,-0.273910668367863,
2396,1530.8756019999998,-0.2740421867477461,
2397,1531.4353019999999,-0.27417372242698873,
2398,1531.5452460000001,-0.2743052754101423,
2399,1532.9326299999998,-0.2744368457017603,
2400,1533.38169,-0.2745684333063978,
2401,1533.9442860000001,-0.27470003822861183,
2402,1535.7201380000001,-0.2748316604729611,
2403,1535.806904,-0.27496330004400615,
8787,1536.4459567620002,,-0.05604314247444757
2404,1536.80639,-0.2750949569463096,
2405,1537.4301659999999,-0.27522663118443513,
2406,1537.4835959999998,-0.275358322762949,
2407,1537.780798,-0.27549003168641895,
2408,1537.91661,-0.2756217579594145,
8788,1538.1257348,,-0.0561493052220391
2409,1538.3117579999998,-0.27575350158650713,
2410,1538.358724,-0.2758852625722699,
2411,1539.698028,-0.2760170409212779,
2412,1540.279496,-0.27614883663810785,
2413,1540.3925319999998,-0.2762806497273384,
2414,1540.749768,-0.2764124801935502,
2415,1541.281676,-0.27654432804132506,
2416,1541.735184,-0.27667619327524723,
2417,1541.757252,-0.27680807589990264,
2418,1543.2091839999998,-0.27693997591987884,
2419,1543.338416,-0.2770718933397654,
2420,1545.026168,-0.2772038281641536,
2421,1545.258746,-0.27733578039763657,
2422,1548.687188,-0.2774677500448093,
2423,1550.1186559999999,-0.2775997371102685,
2424,1550.2343740000001,-0.27773174159861286,
2425,1550.56824,-0.27786376351444264,
2426,1550.8368019999998,-0.2779958028623601,
2427,1553.582334,-0.2781278596469693,
2428,1554.82375,-0.27825993387287606,
2429,1555.113918,-0.2783920255446882,
8789,1555.3995486039998,,-0.05625547924135637
2430,1555.66183,-0.27852413466701526,
2431,1556.71856,-0.27865626124446846,
2432,1557.1282660000002,-0.2787884052816611,
2433,1558.59762,-0.2789205667832081,
2434,1559.601076,-0.27905274575372646,
2435,1559.815018,-0.27918494219783463,
2436,1560.297292,-0.27931715612015323,
2437,1563.155402,-0.27944938752530457,
2438,1563.756334,-0.27958163641791284,
2439,1564.386886,-0.279713902802604,
2440,1564.59149,-0.27984618668400596,
2441,1565.902944,-0.2799784880667484,
2442,1566.765074,-0.28011080695546275,
2443,1566.97028,-0.28024314335478245,
2444,1567.29442,-0.28037549726934285,
2445,1567.9827,-0.2805078687037806,
2446,1568.365944,-0.28064025766273476,
2447,1570.68465,-0.2807726641508461,
2448,1571.0247020000002,-0.28090508817275717,
2449,1571.045018,-0.2810375297331123,
2450,1572.087748,-0.28116998883655786,
2451,1572.416186,-0.28130246548774185,
2452,1573.196528,-0.28143495969131427,
2453,1574.292118,-0.2815674714519269,
2454,1574.742552,-0.2817000007742335,
2455,1576.747706,-0.28183254766288934,
8790,1577.32299172,,-0.05636166453479304
2456,1577.676118,-0.2819651121225519,
2457,1577.685824,-0.28209769415788033,
2458,1578.0101240000001,-0.2822302937735357,
8791,1578.392280182,,-0.056467861104743555
2459,1578.755268,-0.2823629109741809,
2460,1579.892522,-0.2824955457644808,
2461,1581.63219,-0.28262819814910195,
2462,1582.270886,-0.2827608681327128,
2463,1582.347898,-0.28289355571998365,
2464,1582.83733,-0.28302626091558697,
2465,1583.120412,-0.2831589837241964,
2466,1583.7811399999998,-0.28329172415048803,
2467,1584.24728,-0.2834244821991397,
2468,1584.413874,-0.283557257874831,
2469,1585.9199580000002,-0.28369005118224344,
2470,1586.025088,-0.2838228621260604,
2471,1586.0852819999998,-0.2839556907109671,
2472,1586.2450959999999,-0.2840885369416507,
8792,1586.51311295,,-0.056574068953603444
2473,1586.6330679999999,-0.28422140082280006,
2474,1587.115828,-0.2843542823591063,
2475,1588.8202239999998,-0.28448718155526176,
2476,1589.072824,-0.2846200984159612,
8793,1589.17440342,,-0.056680288083768675
2477,1589.2378840000001,-0.28475303294590104,
2478,1589.866638,-0.28488598514977964,
2479,1590.481838,-0.2850189550322972,
2480,1591.4955479999999,-0.2851519425981558,
2481,1592.6395579999999,-0.2852849478520594,
2482,1592.6847919999998,-0.2854179707987138,
2483,1592.916654,-0.28555101144282674,
2484,1593.299848,-0.28568406978910793,
2485,1593.517578,-0.2858171458422686,
8794,1596.9937293340006,,-0.056786518497636065
2486,1597.018192,-0.28595023960702215,
2487,1597.571362,-0.2860833510880839,
2488,1599.513872,-0.28621648029017094,
2489,1600.5083419999999,-0.2863496272180023,
2490,1601.6879040000001,-0.28648279187629877,
2491,1602.82908,-0.28661597426978325,
2492,1604.243896,-0.2867491744031803,
8795,1605.48061856,,-0.05689276019760311
2493,1606.748276,-0.28688239228121654,
8796,1608.158052572,,-0.0569990131860684
2494,1608.32918,-0.28701562790862045,
2495,1609.6033400000001,-0.28714888129012217,
2496,1611.522742,-0.287282152430454,
8797,1612.4335676040002,,-0.057105277465430954
8798,1612.49580124,,-0.05721155303809066
2497,1612.54345,-0.2874154413343501,
2498,1612.5509339999999,-0.28754874800654645,
2499,1612.557412,-0.2876820724517809,
2500,1612.939514,-0.2878154146747934,
2501,1613.224516,-0.28794877468032537,
2502,1616.366478,-0.28808215247312063,
2503,1616.61256,-0.2882155480579246,
8799,1617.054086032,,-0.05731783990644806
2504,1617.206858,-0.28834896143948463,
2505,1617.310346,-0.28848239262255015,
2506,1618.491796,-0.2886158416118721,
2507,1618.631002,-0.28874930841220364,
2508,1618.913304,-0.28888279302829983,
2509,1620.9104240000001,-0.2890162954649176,
2510,1621.000392,-0.28914981572681564,
2511,1621.450758,-0.28928335381875475,
2512,1622.1329660000001,-0.2894169097454975,
2513,1622.61626,-0.2895504835118084,
2514,1624.564952,-0.289684075122454,
2515,1625.17099,-0.2898176845822026,
2516,1625.284924,-0.2899513118958243,
2517,1627.653568,-0.29008495706809134,
2518,1627.897524,-0.29021862010377786,
2519,1628.2296999999999,-0.29035230100765985,
2520,1628.603746,-0.29048599978451517,
2521,1629.3465319999998,-0.2906197164391237,
2522,1629.659064,-0.29075345097626715,
2523,1629.95757,-0.29088720340072927,
8800,1630.2819511419998,,-0.057424138072904814
8801,1630.46462256,,-0.057530447539862986
2524,1632.113212,-0.2910209737172955,
2525,1632.87918,-0.2911547619307536,
2526,1633.4540200000001,-0.2912885680458927,
2527,1633.680514,-0.29142239206750425,
2528,1633.8559240000002,-0.29155623400038155,
8802,1634.0928839379999,,-0.05763676830972555
2529,1634.676646,-0.29169009384931976,
8803,1634.889398328,,-0.05774310038489609
2530,1634.893016,-0.29182397161911605,
2531,1635.2562560000001,-0.2919578673145695,
2532,1635.90422,-0.292091780940481,
8804,1637.1510904620002,,-0.05784944376777935
2533,1637.66478,-0.2922257125016535,
2534,1637.6734979999999,-0.29235966200289193,
2535,1639.07302,-0.2924936294490031,
2536,1640.614846,-0.2926276148447954,
8805,1641.339911166,,-0.05795579846078046
2537,1642.848982,-0.2927616181950796,
2538,1642.947416,-0.2928956395046684,
2539,1642.9817919999998,-0.2930296787783762,
2540,1643.6316259999999,-0.29316373602101947,
8806,1643.805348814,,-0.05806216446630544
2541,1644.2589739999999,-0.2932978112374166,
2542,1644.63634,-0.29343190443238787,
2543,1645.473036,-0.29356601561075557,
8807,1645.521786698,,-0.058168541786760966
2544,1646.68477,-0.2937001447773439,
2545,1647.186512,-0.2938342919369791,
2546,1647.420026,-0.293968457094489,
2547,1651.086558,-0.29410264025470373,
2548,1653.0017,-0.29423684142245526,
2549,1655.2836000000002,-0.29437106060257756,
2550,1656.733428,-0.2945052977999064,
2551,1657.470688,-0.29463955301927974,
2552,1657.613038,-0.29477382626553716,
2553,1658.84892,-0.2949081175435205,
2554,1658.906252,-0.2950424268580733,
2555,1661.257828,-0.29517675421404144,
2556,1662.7106999999999,-0.2953110996162721,
2557,1662.777858,-0.295445463069615,
2558,1663.109598,-0.29557984457892156,
2559,1663.4849680000002,-0.29571424414904524,
8808,1663.620895244,,-0.05827493042455484
8809,1664.4112072,,-0.05838133038209527
2560,1665.064394,-0.29584866178484137,
2561,1665.078908,-0.29598309749116736,
2562,1665.23624,-0.29611755127288253,
2563,1665.356478,-0.29625202313484805,
2564,1665.5277979999998,-0.29638651308192726,
2565,1666.017132,-0.2965210211189854,
2566,1666.234676,-0.29665554725088933,
2567,1666.984814,-0.29679009148250834,
2568,1669.465652,-0.2969246538187135,
2569,1669.49308,-0.2970592342643779,
2570,1669.579146,-0.2971938328243765,
2571,1670.165794,-0.29732844950358633,
2572,1671.47496,-0.2974630843068863,
2573,1672.457294,-0.29759773723915733,
2574,1672.9732960000001,-0.2977324083052823,
8810,1673.62225716,,-0.05848774166179123
2575,1674.435968,-0.29786709751014634,
2576,1674.900856,-0.29800180485863587,
8811,1676.3796099540002,,-0.05859416426605282
2577,1677.7852579999999,-0.2981365303556399,
2578,1678.4079120000001,-0.29827127400604925,
2579,1678.5638000000001,-0.2984060358147566,
2580,1679.003412,-0.29854081578665687,
2581,1679.387384,-0.2986756139266466,
2582,1680.471912,-0.29881043023962467,
2583,1680.72431,-0.2989452647304916,
2584,1681.061954,-0.2990801174041502,
2585,1681.92172,-0.29921498826550524,
2586,1682.193018,-0.29934987731946305,
2587,1682.564658,-0.2994847845709324,
2588,1683.030162,-0.2996197100248239,
2589,1683.173624,-0.2997546536860502,
2590,1683.533868,-0.2998896155595258,
2591,1684.186176,-0.3000245956501674,
2592,1685.121318,-0.30015959396289354,
2593,1685.217744,-0.3002946105026247,
8812,1685.3740238800003,,-0.05870059819729058
2594,1688.414736,-0.3004296452742835,
2595,1688.7959799999999,-0.3005646982827947,
2596,1691.450644,-0.30069976953308447,
2597,1693.4857860000002,-0.3008348590300815,
2598,1694.827362,-0.3009699667787164,
2599,1695.044936,-0.30110509278392167,
2600,1695.68575,-0.3012402370506318,
2601,1695.858404,-0.30137539958378345,
2602,1696.780988,-0.3015105803883151,
2603,1698.180018,-0.30164577946916726,
2604,1700.118384,-0.3017809968312825,
2605,1700.9147919999998,-0.3019162324796056,
2606,1701.301074,-0.30205148641908275,
2607,1701.452418,-0.3021867586546627,
2608,1702.8520740000001,-0.302322049191296,
2609,1703.1109439999998,-0.3024573580339353,
2610,1703.694368,-0.3025926851875351,
2611,1704.071226,-0.30272803065705217,
2612,1705.794434,-0.302863394447445,
2613,1706.2404439999998,-0.3029987765636742,
2614,1706.7719280000001,-0.3031341770107025,
2615,1706.93076,-0.3032695957934947,
8813,1707.9191181,,-0.05880704345791589
2616,1708.2548840000002,-0.30340503291701726,
2617,1708.869338,-0.3035404883862389,
2618,1709.1152299999999,-0.30367596220613047,
2619,1709.773976,-0.30381145438166457,
2620,1710.530014,-0.3039469649178161,
2621,1711.423732,-0.3040824938195618,
2622,1712.00121,-0.30421804109188044,
2623,1712.182368,-0.3043536067397529,
2624,1714.1866,-0.3044891907681621,
2625,1715.107574,-0.30462479318209285,
8814,1715.565148122,,-0.05891350005034082
8815,1716.1652740919994,,-0.05901996797697856
2626,1716.616262,-0.30476041398653225,
2627,1716.968276,-0.3048960531864689,
2628,1717.035744,-0.30503171078689395,
2629,1717.734532,-0.3051673867928005,
8816,1719.7686795519999,,-0.05912644724024269
8817,1719.91806516,,-0.05923293784254771
2630,1719.9431280000001,-0.3053030812091834,
2631,1720.5507360000001,-0.30543879404103996,
2632,1720.703692,-0.30557452529336915,
8818,1720.9856862319998,,-0.05933943978630877
2633,1721.028612,-0.3057102749711721,
2634,1721.5429080000001,-0.30584604307945207,
2635,1724.1410959999998,-0.3059818296232142,
2636,1726.200464,-0.306117634607466,
2637,1726.6221059999998,-0.3062534580372164,
2638,1726.772216,-0.3063892999174769,
2639,1726.977196,-0.3065251602532608,
2640,1729.583694,-0.30666103904958375,
2641,1729.9050759999998,-0.30679693631146304,
2642,1732.395646,-0.3069328520439183,
8819,1732.6194537739998,,-0.05944595307394212
2643,1732.9082919999998,-0.307068786251971,
2644,1732.913176,-0.3072047389406448,
2645,1733.8767420000001,-0.3073407101149654,
2646,1733.9297339999998,-0.30747669977996056,
2647,1734.649124,-0.3076127079406598,
2648,1735.651752,-0.3077487346020952,
2649,1736.092288,-0.3078847797693004,
2650,1736.303192,-0.3080208434473115,
8820,1736.4946834559998,,-0.059552477707864454
8821,1736.5275543439998,,-0.05965901369049335
2651,1737.165788,-0.3081569256411665,
2652,1737.2753799999998,-0.3082930263559053,
8822,1738.6863984000001,,-0.05976556102424703
8823,1739.6735563200002,,-0.059872119711544866
2653,1739.770276,-0.3084291455965701,
2654,1739.869374,-0.308565283368205,
2655,1741.490626,-0.3087014396758563,
2656,1743.868632,-0.3088376145245723,
2657,1744.378248,-0.3089738079194032,
2658,1745.1823200000001,-0.30911001986540143,
2659,1745.809836,-0.3092462503676215,
2660,1746.064024,-0.30938249943111995,
2661,1746.3059620000001,-0.3095187670609554,
2662,1746.661982,-0.30965505326218845,
2663,1747.31279,-0.3097913580398819,
2664,1747.862514,-0.3099276813991006,
2665,1747.8672900000001,-0.31006402334491134,
2666,1748.415218,-0.3102003838823833,
2667,1748.554206,-0.31033676301658714,
2668,1748.6615120000001,-0.3104731607525962,
2669,1749.260604,-0.3106095770954856,
2670,1749.690478,-0.3107460120503326,
2671,1751.024422,-0.31088246562221655,
2672,1751.875154,-0.31101893781621887,
2673,1752.93094,-0.311155428637423,
2674,1753.4175859999998,-0.3112919380909146,
2675,1753.499354,-0.3114284661817813,
2676,1755.027406,-0.311565012915113,
2677,1755.8231759999999,-0.31170157829600126,
2678,1756.815272,-0.3118381623295401,
2679,1757.306996,-0.3119747650208255,
2680,1757.4334720000002,-0.3121113863749556,
2681,1758.5785460000002,-0.3122480263970306,
2682,1759.7949879999999,-0.3123846850921527,
2683,1759.79525,-0.3125213624654264,
8824,1760.448905124,,-0.05997868975480662
2684,1760.534804,-0.312658058521958,
8825,1761.487425544,,-0.06008527115645298
2685,1763.5239439999998,-0.3127947732668561,
2686,1763.775594,-0.3129315067052316,
8826,1763.7862454560002,,-0.060191863918905256
2687,1766.3321440000002,-0.31306825884219686,
2688,1766.9807720000001,-0.31320502968286684,
2689,1769.406962,-0.31334181923235854,
2690,1770.555322,-0.31347862749579103,
2691,1770.572762,-0.31361545447828537,
2692,1770.815062,-0.3137523001849649,
2693,1770.907046,-0.3138891646209549,
2694,1770.943156,-0.3140260477913828,
8827,1771.6122627200002,,-0.060298468044585905
8828,1775.1190424,,-0.0604050835359178
2695,1775.24079,-0.31416294970137826,
2696,1775.640916,-0.31429987035607304,
2697,1775.67028,-0.3144368097606006,
2698,1776.216198,-0.314573767920097,
2699,1776.423794,-0.31471074483970024,
2700,1776.570966,-0.31484774052455045,
2701,1776.698116,-0.3149847549797898,
2702,1776.77676,-0.3151217882105626,
8829,1776.7818101639998,,-0.060511710395324596
2703,1777.025578,-0.3152588402220154,
2704,1778.049254,-0.31539591101929665,
2705,1778.2102320000001,-0.3155330006075571,
2706,1779.549246,-0.31567010899194975,
2707,1780.141666,-0.3158072361776291,
2708,1781.084546,-0.31594438216975246,
2709,1781.7297520000002,-0.31608154697347896,
2710,1781.891416,-0.3162187305939698,
2711,1782.608752,-0.3163559330363885,
2712,1782.94768,-0.3164931543059005,
2713,1783.06179,-0.3166303944076736,
8830,1783.2062000999997,,-0.06061834862523107
2714,1784.265416,-0.31676765334687745,
2715,1784.956532,-0.3169049311286841,
2716,1786.193226,-0.3170422277582677,
2717,1787.793392,-0.31717954324080405,
2718,1788.35071,-0.3173168775814717,
2719,1789.669916,-0.3174542307854511,
2720,1789.717236,-0.3175916028579248,
2721,1789.75139,-0.3177289938040776,
2722,1791.088024,-0.31786640362909624,
2723,1791.236258,-0.3180038323381698,
2724,1791.281552,-0.31814127993648944,
8831,1791.518039982,,-0.06072499822806242
2725,1791.8593,-0.3182787464292483,
2726,1791.92668,-0.31841623182164214,
2727,1792.810288,-0.31855373611886806,
2728,1793.36986,-0.31869125932612596,
2729,1794.037536,-0.3188288014486177,
2730,1794.3395,-0.3189663624915473,
2731,1794.91127,-0.3191039424601209,
2732,1796.162642,-0.3192415413595468,
2733,1796.1638440000002,-0.31937915919503546,
2734,1796.22712,-0.31951679597179944,
2735,1796.9926659999999,-0.31965445169505347,
2736,1798.3603719999999,-0.31979212637001464,
2737,1798.3647919999999,-0.31992982000190173,
8832,1798.4739531000005,,-0.06083165920624473
2738,1798.9538,-0.32006753259593607,
2739,1799.402146,-0.320205264157341,
2740,1799.430954,-0.32034301469134213,
2741,1799.971714,-0.3204807842031671,
8833,1800.0009591720002,,-0.06093833156220478
2742,1800.401636,-0.3206185726980458,
2743,1800.574648,-0.32075638018121017,
2744,1802.7184499999998,-0.3208942066578945,
2745,1802.810504,-0.321032052133335,
2746,1804.1149879999998,-0.32116991661277045,
2747,1804.4970079999998,-0.3213078001014411,
2748,1804.5977460000001,-0.3214457026045901,
2749,1808.566548,-0.32158362412746233,
2750,1808.684734,-0.321721564675305,
2751,1808.782878,-0.3218595242533675,
2752,1810.2277199999999,-0.3219975028669013,
2753,1812.52734,-0.3221355005211602,
2754,1812.7374539999998,-0.32227351722139996,
2755,1812.99278,-0.3224115529728787,
2756,1813.955682,-0.3225496077808566,
8834,1814.2037062240001,,-0.061045015298370434
2757,1814.8158799999999,-0.3226876816505963,
2758,1815.15832,-0.32282577458736206,
2759,1815.231282,-0.3229638865964207,
2760,1817.0252,-0.32310201768304136,
2761,1817.4774180000002,-0.323240167852495,
2762,1818.0755800000002,-0.32337833711005504,
8835,1818.757051788,,-0.06115171041717
8836,1818.9955188,,-0.061258416921032684
2763,1819.232624,-0.32351652546099696,
2764,1820.0055120000002,-0.3236547329105985,
8837,1820.855931438,,-0.061365134812388346
2765,1821.0909120000001,-0.32379295946413944,
2766,1821.4186240000001,-0.32393120512690193,
2767,1822.850004,-0.3240694699041704,
2768,1823.285406,-0.32420775380123096,
2769,1823.993068,-0.3243460568233724,
2770,1824.8085560000002,-0.3244843789758856,
2771,1825.477456,-0.32462272026406364,
2772,1827.40686,-0.3247610806932017,
2773,1829.269542,-0.3248994602685972,
2774,1829.9068659999998,-0.3250378589955498,
2775,1830.0168600000002,-0.32517627687936135,
2776,1832.301278,-0.32531471392533584,
8838,1833.425383192,,-0.061471864093667984
2777,1833.8067919999999,-0.3254531701387798,
2778,1834.078942,-0.32559164552500114,
2779,1834.6601759999999,-0.3257301400893109,
8839,1834.68162824,,-0.061578604767303015
2780,1835.600848,-0.32586865383702174,
2781,1836.060592,-0.32600718677344886,
2782,1836.243916,-0.3261457389039095,
8840,1836.28848524,,-0.06168535683572575
2783,1836.39655,-0.3262843102337231,
2784,1836.8090220000001,-0.32642290076821145,
2785,1838.290166,-0.3265615105126984,
2786,1839.0579420000001,-0.32670013947251003,
2787,1839.413006,-0.3268387876529749,
8841,1840.025929536,,-0.061792120301369165
2788,1840.419192,-0.32697745505942327,
2789,1841.624048,-0.327116141697188,
2790,1841.957048,-0.32725484757160417,
2791,1842.124376,-0.3273935726880089,
2792,1843.088044,-0.3275323170517417,
2793,1843.4568459999998,-0.32767108066814415,
8842,1843.558243252,,-0.06189889516666737
2794,1843.754538,-0.32780986354256025,
2795,1844.135416,-0.327948665680336,
2796,1845.098668,-0.3280874870868198,
2797,1845.378154,-0.32822632776736227,
2798,1845.891936,-0.328365187727316,
8843,1847.931606776,,-0.0620056814340549
2799,1848.3683959999998,-0.3285040669720361,
