,resetting_rate,speedup
0,5.0,38.932768263767926
1,2.0,27.70730580518061
2,200.0,124.29470195139675
3,333.3333333333333,91.79689001907589
4,0.5,21.659635699628122
5,500.0,57.69429535039394
6,20.0,75.02751950913942
7,10.0,51.87554141036472
8,50.0,108.23329317914838
9,1.0,24.02438109434555
10,0.0,20.3206509487647
11,125.0,130.6863020626785
